pokedex_id,nom,pv,attaque,defense,attaque_speciale,defense_speciale,vitesse,taille,poids
499,Grotichon,90,93,55,70,55,55,1.0,55.5
500,Roitiflam,110,123,65,100,65,65,1.6,150.0
501,Moustillon,55,55,45,63,45,45,0.5,5.9
502,Mateloutre,75,75,60,83,60,60,0.8,24.5
503,Clamiral,95,100,85,108,70,70,1.5,94.6
504,Ratentif,45,55,39,35,39,42,0.5,11.6
505,Miradar,60,85,69,60,69,77,1.1,27.0
506,Ponchiot,45,60,45,25,45,55,0.4,4.1
507,Ponchien,65,80,65,35,65,60,0.9,14.7
508,Mastouffe,85,110,90,45,90,80,1.2,61.0
509,Chacripan,41,50,37,50,37,66,0.4,10.1
510,Leopardus,64,88,50,88,50,106,1.1,37.5
511,Feuillajou,50,53,48,53,48,64,0.6,10.5
512,Feuiloutan,75,98,63,98,63,101,1.1,30.5
513,Flamajou,50,53,48,53,48,64,0.5,11.0
514,Flamoutan,75,98,63,98,63,101,1.0,28.0
515,Flotajou,50,53,48,53,48,64,0.6,13.5
516,Flotoutan,75,98,63,98,63,101,1.0,29.0
517,Munna,76,25,45,67,55,24,0.6,23.3
518,Mushana,116,55,85,107,95,29,1.1,60.5
519,Poichigeon,50,55,50,36,30,43,0.3,2.1
520,Colombeau,62,77,62,50,42,65,0.6,15.0
521,Deflaisan,80,115,80,65,55,93,1.2,29.0
522,Zebibron,45,60,32,50,32,76,0.8,29.8
523,Zeblitz,75,100,63,80,63,116,1.6,79.5
524,Nodulithe,55,75,85,25,25,15,0.4,18.0
525,Geolithe,70,105,105,50,40,20,0.9,102.0
526,Gigalithe,85,135,130,60,80,25,1.7,260.0
527,Chovsourir,65,45,43,55,43,72,0.4,2.1
528,Rhinolove,67,57,55,77,55,114,0.9,10.5
529,Rototaupe,60,85,40,30,45,68,0.3,8.5
530,Minotaupe,110,135,60,50,65,88,0.7,40.4
531,Nanmeouie,103,60,86,60,86,50,1.1,31.0
532,Charpenti,75,80,55,25,35,35,0.6,12.5
533,Ouvrifier,85,105,85,40,50,40,1.2,40.0
534,Betochef,105,140,95,55,65,45,1.4,87.0
535,Tritonde,50,50,40,50,40,64,0.5,4.5
536,Batracne,75,65,55,65,55,69,0.8,17.0
537,Crapustule,105,95,75,85,75,74,1.5,62.0
538,Judokrak,120,100,85,30,85,45,1.3,55.5
539,Karaclee,75,125,75,30,75,85,1.4,51.0
540,Larveyette,45,53,70,40,60,42,0.3,2.5
541,Couverdure,55,63,90,50,80,42,0.5,7.3
542,Manternel,75,103,80,70,80,92,1.2,20.5
543,Venipatte,30,45,59,30,39,57,0.4,5.3
544,Scobolide,40,55,99,40,79,47,1.2,58.5
545,Brutapode,60,100,89,55,69,112,2.5,200.5
546,Doudouvet,40,27,60,37,50,66,0.3,0.6
547,Farfaduvet,60,67,85,77,75,116,0.7,6.6
548,Chlorobule,45,35,50,70,50,30,0.5,6.6
549,Fragilady,70,60,75,110,75,90,1.1,16.3
550,Bargantua,70,92,65,80,55,98,1.0,18.0
551,Mascaiman,50,72,35,35,35,65,0.7,15.2
552,Escroco,60,82,45,45,45,74,1.0,33.4
553,Crocorible,95,117,80,65,70,92,1.5,96.3
554,Darumarond,70,90,45,15,45,50,0.6,37.5
555,Darumacho,105,140,55,30,55,95,1.3,92.9
556,Maracachi,75,86,67,106,67,60,1.0,28.0
557,Crabicoque,50,65,85,35,35,55,0.3,14.5
558,Crabaraque,70,105,125,65,75,45,1.4,200.0
559,Baggiguane,50,75,70,35,70,48,0.6,11.8
560,Baggaid,65,90,115,45,115,58,1.1,30.0
561,Cryptero,72,58,80,103,80,97,1.4,14.0
562,Tutafeh,38,30,85,55,65,30,0.5,1.5
563,Tutankafer,58,50,145,95,105,30,1.7,76.5
564,Carapagos,54,78,103,53,45,22,0.7,16.5
565,Megapagos,74,108,133,83,65,32,1.2,81.0
566,Arkeapti,55,112,45,74,45,70,0.5,9.5
567,Aeropteryx,75,140,65,112,65,110,1.4,32.0
568,Miamiasme,50,50,62,40,62,65,0.6,31.0
569,Miasmax,80,95,82,60,82,75,1.9,107.3
570,Zorua,40,65,40,80,40,65,0.7,12.5
571,Zoroark,60,105,60,120,60,105,1.6,81.1
572,Chinchidou,55,50,40,40,40,75,0.4,5.8
573,Pashmilla,75,95,60,65,60,115,0.5,7.5
574,Scrutella,45,30,50,65,55,45,0.4,5.8
575,Mesmerella,60,45,70,75,85,55,0.7,18.0
576,Siderella,70,55,95,95,110,65,1.5,44.0
577,Nucleos,45,30,40,105,50,20,0.3,1.0
578,Meios,65,40,50,125,60,30,0.6,8.0
579,Symbios,110,65,75,125,85,30,1.0,20.1
580,Couaneton,62,44,50,44,50,55,0.5,5.5
581,Lakmecygne,75,87,63,87,63,98,1.3,24.2
582,Sorbebe,36,50,50,65,60,44,0.4,5.7
583,Sorboul,51,65,65,80,75,59,1.1,41.0
584,Sorbouboul,71,95,85,110,95,79,1.3,57.5
585,Vivaldaim,60,60,50,40,50,75,0.6,19.5
586,Haydaim,80,100,70,60,70,95,1.9,92.5
587,Emolga,55,75,60,75,60,103,0.4,5.0
588,Carabing,50,75,45,40,45,60,0.5,5.9
589,Lançargot,70,135,105,60,105,20,1.0,33.0
590,Trompignon,69,55,45,55,55,15,0.2,1.0
591,Gaulet,114,85,70,85,80,30,0.6,10.5
592,Viskuse,55,40,50,65,85,40,1.2,33.0
593,Moyade,100,60,70,85,105,60,2.2,135.0
594,Mamanbo,165,75,80,40,45,65,1.2,31.6
595,Statitik,50,47,50,57,50,65,0.1,0.6
596,Mygavolt,70,77,60,97,60,108,0.8,14.3
597,Grindur,44,50,91,24,86,10,0.6,18.8
598,Noacier,74,94,131,54,116,20,1.0,110.0
599,Tic,40,55,70,45,60,30,0.3,21.0
600,Clic,60,80,95,70,85,50,0.6,51.0
601,Cliticlic,60,100,115,70,85,90,0.6,81.0
602,Anchwatt,35,55,40,45,40,60,0.2,0.3
603,Lamperoie,65,85,70,75,70,40,1.2,22.0
604,Ohmassacre,85,115,80,105,80,50,2.1,80.5
605,Lewsor,55,55,55,85,55,30,0.5,9.0
606,Neitram,75,75,75,125,95,40,1.0,34.5
607,Funecire,50,30,55,65,55,20,0.3,3.1
608,Melancolux,60,40,60,95,60,55,0.6,13.0
609,Lugulabre,60,55,90,145,90,80,1.0,34.3
610,Coupenotte,46,87,60,30,40,57,0.6,18.0
611,Incisache,66,117,70,40,50,67,1.0,36.0
612,Tranchodon,76,147,90,60,70,97,1.8,105.5
613,Polarhume,55,70,40,60,40,40,0.5,8.5
614,Polagriffe,95,130,80,70,80,50,2.6,260.0
615,Hexagel,80,50,50,95,135,105,1.1,148.0
616,Escargaume,50,40,85,40,65,25,0.4,7.7
617,Limaspeed,80,70,40,100,60,145,0.8,23.5
618,Limonde,109,66,84,81,99,32,0.7,11.0
619,Kungfouine,45,85,50,55,50,65,0.8,20.0
620,Shaofouine,65,125,60,95,60,105,1.4,35.5
621,Drakkarmin,77,120,90,60,90,48,1.6,139.0
622,Gringolem,59,74,50,35,50,35,1.0,92.0
623,Golemastoc,89,124,80,55,80,55,2.8,330.0
624,Scalpion,45,85,70,40,40,60,0.5,10.2
625,Scalproie,65,125,100,60,70,70,1.6,70.0
626,Frison,95,110,95,40,95,55,1.6,94.5
627,Furaiglon,70,83,50,37,50,60,0.5,10.5
628,Gueriaigle,100,123,75,57,75,80,1.5,41.0
629,Vostourno,70,55,75,45,65,60,0.5,9.0
630,Vaututrice,110,65,105,55,95,80,1.2,39.5
631,Aflamanoir,85,97,66,105,66,65,1.4,58.0
632,Fermite,58,109,112,48,48,109,0.3,33.0
633,Solochi,52,65,50,45,50,38,0.8,17.3
634,Diamat,72,85,70,65,70,58,1.4,50.0
635,Trioxhydre,92,105,90,125,90,98,1.8,160.0
636,Pyronille,55,85,55,50,55,60,1.1,28.8
637,Pyrax,85,60,65,135,105,100,1.6,46.0
638,Cobaltium,91,90,129,90,72,108,2.1,250.0
639,Terrakium,91,129,90,72,90,108,1.9,260.0
640,Viridium,91,90,72,90,129,108,2.0,200.0
641,Boreas,79,115,70,125,80,111,1.5,63.0
642,Fulguris,79,115,70,125,80,111,1.5,61.0
643,Reshiram,100,120,100,150,120,90,3.2,330.0
644,Zekrom,100,150,120,120,100,90,2.9,345.0
645,Demeteros,89,125,90,115,80,101,1.5,68.0
646,Kyurem,125,170,100,120,90,95,3.0,325.0
647,Keldeo,91,72,90,129,90,108,1.4,48.5
648,Meloetta,100,77,77,128,128,90,0.6,6.5
649,Genesect,71,120,95,120,95,99,1.5,82.5
650,Marisson,56,61,65,48,45,38,0.4,9.0
651,Boguerisse,61,78,95,56,58,57,0.7,29.0
652,Blindepique,88,107,122,74,75,64,1.6,90.0
653,Feunnec,40,45,40,62,60,60,0.4,9.4
654,Roussil,59,59,58,90,70,73,1.0,14.5
655,Goupelin,75,69,72,114,100,104,1.5,39.0
656,Grenousse,41,56,40,62,44,71,0.3,7.0
657,Croâporal,54,63,52,83,56,97,0.6,10.9
658,Amphinobi,72,145,67,153,71,132,1.5,40.0
659,Sapereau,38,36,38,32,36,57,0.4,5.0
660,Excavarenne,85,56,77,50,77,78,1.0,42.4
661,Passerouge,45,50,43,40,38,62,0.3,1.7
662,Braisillon,62,73,55,56,52,84,0.7,16.0
663,Flambusard,78,81,71,74,69,126,1.2,24.5
664,Lepidonille,38,35,40,27,25,35,0.3,2.5
665,Peregrain,45,22,60,27,30,29,0.3,8.4
666,Prismillon,80,52,50,90,50,89,1.2,17.0
667,Helionceau,62,50,58,73,54,72,0.6,13.5
668,Nemelios,86,68,72,109,66,106,1.5,81.5
669,Flabebe,44,38,39,61,79,42,0.1,0.1
670,Floette,54,45,47,75,98,52,0.2,0.9
671,Florges,78,65,68,112,154,75,1.1,10.0
672,Cabriolaine,66,65,48,62,57,52,0.9,31.0
673,Chevroum,123,100,62,97,81,68,1.7,91.0
674,Pandespiegle,67,82,62,46,48,43,0.6,8.0
675,Pandarbare,95,124,78,69,71,58,2.1,136.0
676,Couafarel,75,80,60,65,90,102,1.2,28.0
677,Psystigri,62,48,54,63,60,68,0.3,3.5
678,Mistigrix,74,48,76,83,81,104,0.6,8.5
679,Monorpale,45,80,100,35,37,28,0.8,2.0
680,Dimocles,59,110,150,45,49,35,0.8,4.5
681,Exagide,60,50,140,50,140,60,1.7,53.0
682,Fluvetin,78,52,60,63,65,23,0.2,0.5
683,Cocotine,101,72,72,99,89,29,0.8,15.5
684,Sucroquin,62,48,66,59,57,49,0.4,3.5
685,Cupcanaille,82,80,86,85,75,72,0.8,5.0
686,Sepiatop,53,54,53,37,46,45,0.4,3.5
687,Sepiatroce,86,92,88,68,75,73,1.5,47.0
688,Opermine,42,52,67,39,56,50,0.5,31.0
689,Golgopathe,72,105,115,55,86,68,1.3,96.0
690,Venalgue,50,60,60,60,60,30,0.5,7.3
691,Kravarech,65,75,90,97,123,44,1.8,81.5
692,Flingouste,50,53,62,58,63,44,0.5,8.3
693,Gamblast,71,73,88,120,89,59,1.3,35.3
694,Galvaran,44,38,33,61,43,70,0.5,6.0
695,Iguolta,62,55,52,109,94,109,1.0,21.0
696,Ptyranidur,58,89,77,45,45,48,0.8,26.0
697,Rexillius,82,121,119,69,59,71,2.5,270.0
698,Amagara,77,59,50,67,63,46,1.3,25.2
699,Dragmara,123,77,72,99,92,58,2.7,225.0
700,Nymphali,95,65,65,110,130,60,1.0,23.5
701,Brutalibre,78,92,75,74,63,118,0.8,21.5
702,Dedenne,67,58,57,81,67,101,0.2,2.2
703,Strassie,50,50,150,50,150,50,0.3,5.7
704,Mucuscule,45,50,35,55,75,40,0.3,2.8
705,Colimucus,68,75,53,83,113,60,0.8,17.5
706,Muplodocus,90,100,70,110,150,80,2.0,150.5
707,Trousselin,57,80,91,80,87,75,0.2,3.0
708,Brocelome,43,70,48,50,60,38,0.4,7.0
709,Desseliande,85,110,76,65,82,56,1.5,71.0
710,Pitrouille,55,66,70,44,55,46,0.5,7.5
711,Banshitrouye,75,95,122,58,75,69,1.1,14.0
712,Grelaçon,55,69,85,32,35,28,1.0,99.5
713,Seracrawl,95,117,184,44,46,28,2.0,505.0
714,Sonistrelle,40,30,35,45,40,55,0.5,8.0
715,Bruyverne,85,70,80,97,80,123,1.5,85.0
716,Xerneas,126,131,95,131,98,99,3.0,215.0
717,Yveltal,126,131,95,131,98,99,5.8,203.0
718,Zygarde,108,100,121,81,95,95,5.0,305.0
719,Diancie,50,100,150,100,150,50,0.7,8.8
720,Hoopa,80,110,60,150,130,70,0.7,8.8
721,Volcanion,80,110,120,130,90,70,1.7,195.0
722,Brindibou,68,55,55,50,50,42,0.3,1.5
723,Effleche,78,75,75,70,70,52,0.7,16.0
724,Archeduc,78,107,75,100,100,70,1.6,36.6
725,Flamiaou,45,65,40,60,40,70,0.4,4.3
726,Matoufeu,65,85,50,80,50,90,0.7,25.0
727,Felinferno,95,115,90,80,90,60,1.8,83.0
728,Otaquin,50,54,54,66,56,40,0.4,7.5
729,Otarlette,60,69,69,91,81,50,0.6,17.5
730,Oratoria,80,74,74,126,116,60,1.8,44.0
731,Picassaut,35,75,30,30,30,65,0.3,1.2
732,Piclairon,55,85,50,40,50,75,0.6,14.8
733,Bazoucan,80,120,75,75,75,60,1.1,26.0
734,Manglouton,48,70,30,30,30,45,0.4,6.0
735,Argouste,88,110,60,55,60,45,0.7,14.2
736,Larvibule,47,62,45,55,45,46,0.4,4.4
737,Chrysapile,57,82,95,55,75,36,0.5,10.5
738,Lucanon,77,70,90,145,75,43,1.5,45.0
739,Crabagarre,47,82,57,42,47,63,0.6,7.0
740,Crabominable,97,132,77,62,67,43,1.7,180.0
741,Plumeline,75,70,70,98,70,93,0.6,3.4
742,Bombydou,40,45,40,55,40,84,0.1,0.2
743,Rubombelle,60,55,60,95,70,124,0.2,0.5
744,Rocabot,45,65,40,30,40,60,0.5,9.2
745,Lougaroc,75,115,65,55,65,112,0.8,25.0
746,Froussardine,45,20,20,25,25,40,0.2,0.3
747,Vorasterie,50,53,62,43,52,45,0.4,8.0
748,Predasterie,50,63,152,53,142,35,0.7,14.5
749,Tiboudet,70,100,70,45,55,45,1.0,110.0
750,Bourrinos,100,125,100,55,85,35,2.5,920.0
751,Araqua,38,40,52,40,72,27,0.3,4.0
752,Tarenbulle,68,70,92,50,132,42,1.8,82.0
753,Mimantis,40,55,35,50,35,35,0.3,1.5
754,Floramantis,70,105,90,80,90,45,0.9,18.5
755,Spododo,40,35,55,65,75,15,0.2,1.5
756,Lampignon,60,45,80,90,100,30,1.0,11.5
757,Tritox,48,44,40,71,40,77,0.6,4.8
758,Malamandre,68,64,60,111,60,117,1.2,22.2
759,Nounourson,70,75,50,45,50,50,0.5,6.8
760,Chelours,120,125,80,55,60,60,2.1,135.0
761,Croquine,42,30,38,30,38,32,0.3,3.2
762,Candine,52,40,48,40,48,62,0.7,8.2
763,Sucreine,72,120,98,50,98,72,1.2,21.4
764,Guerilande,51,52,90,82,110,100,0.1,0.3
765,Gouroutan,90,60,80,90,110,60,1.5,76.0
766,Quartermac,100,120,90,40,60,80,2.0,82.8
767,Sovkipou,25,35,40,20,30,80,0.5,12.0
768,Sarmurai,75,125,140,60,90,40,2.0,108.0
769,Bacabouh,55,55,80,70,45,15,0.5,70.0
770,Trepassable,85,75,110,100,75,35,1.3,250.0
771,Concombaffe,55,60,130,30,130,5,0.3,1.2
772,Type:0,95,95,95,95,95,59,1.9,120.5
773,Silvallie,95,95,95,95,95,95,2.3,100.5
774,Meteno,60,100,60,100,60,120,0.3,40.0
775,Dodoala,65,115,65,75,95,65,0.4,19.9
776,Boumata,60,78,135,91,85,36,2.0,212.0
777,Togedemaru,65,98,63,40,73,96,0.3,3.3
778,Mimiqui,55,90,80,50,105,96,0.2,0.7
779,Denticrisse,68,105,70,70,70,92,0.9,19.0
780,Draieul,78,60,85,135,91,36,3.0,185.0
781,Sinistrail,70,131,100,86,90,40,3.9,210.0
782,Bebecaille,45,55,65,45,45,45,0.6,29.7
783,ecaid,55,75,90,65,70,65,1.2,47.0
784,ekaiser,75,110,125,100,105,85,1.6,78.2
785,Tokorico,70,115,85,95,75,130,1.8,20.5
786,Tokopiyon,70,85,75,130,115,95,1.2,18.6
787,Tokotoro,70,130,115,85,95,75,1.9,45.5
788,Tokopisco,70,75,115,95,130,85,1.3,21.2
789,Cosmog,43,29,31,29,31,37,0.2,0.1
790,Cosmovum,43,29,131,29,131,37,0.1,999.9
791,Solgaleo,137,137,107,113,89,97,3.4,230.0
792,Lunala,137,113,89,137,107,97,4.0,120.0
793,Zeroid,109,53,47,127,131,103,1.2,55.5
794,Mouscoto,107,139,139,53,53,79,2.4,333.6
795,Cancrelove,71,137,37,137,37,151,1.8,25.0
796,Câblifere,83,89,71,173,71,83,3.8,100.0
797,Bamboiselle,97,101,103,107,101,61,9.2,999.9
798,Katagami,59,181,131,59,31,109,0.3,0.1
799,Engloutyran,223,101,53,97,53,43,5.5,888.0
800,Necrozma,97,107,101,127,89,79,2.4,230.0
801,Magearna,80,95,115,130,115,65,1.0,80.5
802,Marshadow,90,125,80,90,90,125,0.7,22.2
803,Vemini,67,73,67,73,67,73,0.6,1.8
804,Mandrillon,73,73,73,127,73,121,3.6,150.0
805,Ama-ama,61,131,211,53,101,13,5.5,820.0
806,Pierroteknik,53,127,53,151,79,107,1.8,13.0
807,Zeraora,88,112,75,102,80,143,1.5,44.5
808,Meltan,46,65,65,55,35,34,0.2,8.0
809,Melmetal,135,143,143,80,65,34,2.5,800.0
810,Ouistempo,50,65,50,40,40,65,0.3,5.0
811,Badabouin,70,85,70,55,60,80,0.7,14.0
812,Gorythmic,100,125,90,60,70,85,2.1,90.0
813,Flambino,50,71,40,40,40,69,0.3,4.5
814,Lapyro,65,86,60,55,60,94,0.6,9.0
815,Pyrobut,80,116,75,65,75,119,1.4,33.0
816,Larmeleon,50,40,40,70,40,70,0.3,4.0
817,Arrozard,65,60,55,95,55,90,0.7,11.5
818,Lezargus,70,85,65,125,65,120,1.9,45.2
819,Rongourmand,70,55,55,35,35,25,0.3,2.5
820,Rongrigou,120,95,95,55,75,20,0.6,6.0
821,Minisange,38,47,35,33,35,57,0.2,1.8
822,Bleuseille,68,67,55,43,55,77,0.8,16.0
823,Corvaillus,98,87,105,53,85,67,2.2,75.0
824,Larvadar,28,20,20,25,45,45,0.4,8.0
825,Coleodome,50,35,80,50,95,30,0.4,19.5
826,Astronelle,60,45,110,80,120,90,0.4,19.5
827,Goupilou,40,28,28,47,52,50,0.6,8.9
828,Roublenard,70,58,58,87,92,90,1.2,19.9
829,Tournicoton,40,40,60,40,60,10,0.4,2.2
830,Blancoton,60,50,90,80,120,60,0.5,2.5
831,Moumouton,42,40,55,40,45,48,0.6,6.0
832,Moumouflon,72,80,100,60,90,88,1.3,43.0
833,Khelocrok,50,64,50,38,38,44,0.3,8.5
834,Torgamord,90,115,90,48,68,74,1.0,115.5
835,Voltoutou,59,45,50,40,50,26,0.3,13.5
836,Fulgudog,69,90,60,90,60,121,1.0,34.0
837,Charbi,30,40,50,40,50,30,0.3,12.0
838,Wagomine,80,60,90,60,70,50,1.1,78.0
839,Monthracite,110,80,120,80,90,30,2.8,310.5
840,Verpom,40,40,80,40,40,20,0.2,0.5
841,Pomdrapi,70,110,80,95,60,70,0.3,1.0
842,Dratatin,110,85,80,100,80,30,0.4,13.0
843,Dunaja,52,57,75,35,50,46,2.2,7.6
844,Dunaconda,72,107,125,65,70,71,3.8,65.5
845,Nigosier,70,85,55,85,95,85,0.8,18.0
846,Embrochet,41,63,40,40,30,66,0.5,1.0
847,Hastacuda,61,123,60,60,50,136,1.3,30.0
848,Toxizap,40,38,35,54,35,40,0.4,11.0
849,Salarsen,75,98,70,114,70,75,1.6,40.0
850,Grillepattes,50,65,45,50,50,45,0.7,1.0
851,Scolocendre,100,115,65,90,90,65,3.0,120.0
852,Poulpaf,50,68,60,50,50,32,0.6,4.0
853,Krakos,80,118,90,70,80,42,1.6,39.0
854,Theffroi,40,45,45,74,54,50,0.1,0.2
855,Polthegeist,60,65,65,134,114,70,0.2,0.4
856,Bibichut,42,30,45,56,53,39,0.4,3.4
857,Chapotus,57,40,65,86,73,49,0.6,4.8
858,Sorcilence,57,90,95,136,103,29,2.1,5.1
859,Grimalin,45,45,30,55,40,50,0.4,5.5
860,Fourbelin,65,60,45,75,55,70,0.8,12.5
861,Angoliath,95,120,65,95,75,60,1.5,61.0
862,Ixon,93,90,101,60,81,95,1.6,46.0
863,Berserkatt,70,110,100,50,60,50,0.8,28.0
864,Corayome,60,95,50,145,130,30,1.0,0.4
865,Palarticho,62,135,95,68,82,65,0.8,117.0
866,M. Glaquette,80,85,75,110,100,70,1.5,58.2
867,Tutetekri,58,95,145,50,105,30,1.6,66.6
868,Cremy,45,40,40,50,61,34,0.2,0.3
869,Charmilly,65,60,75,110,121,64,0.3,0.5
870,Hexadron,65,100,100,70,60,75,3.0,62.0
871,Wattapik,48,101,95,91,85,15,0.3,1.0
872,Frissonille,30,25,35,45,30,20,0.3,3.8
873,Beldeneige,70,65,60,125,90,65,1.3,42.0
874,Dolman,100,125,135,20,20,70,2.5,520.0
875,Bekaglaçon,75,80,110,65,90,50,1.4,89.0
876,Wimessir,70,55,65,95,105,85,0.9,28.0
877,Morpeko,58,95,58,70,58,97,0.3,3.0
878,Charibari,72,80,49,40,49,40,1.2,100.0
879,Pachyradjah,122,130,69,80,69,30,3.0,650.0
880,Galvagon,90,100,90,80,70,75,1.8,190.0
881,Galvagla,90,100,90,90,80,55,2.3,150.0
882,Hydragon,90,90,100,70,80,75,2.3,215.0
883,Hydragla,90,90,100,80,90,55,2.0,175.0
884,Duralugon,70,95,115,120,50,85,1.8,40.0
885,Fantyrm,28,60,30,40,30,82,0.5,2.0
886,Dispareptil,68,80,50,60,50,102,1.4,11.0
887,Lanssorien,88,120,75,100,75,142,3.0,50.0
888,Zacian,92,170,115,80,115,148,2.8,110.0
889,Zamazenta,92,130,145,80,145,128,2.9,210.0
890,ethernatos,140,85,95,145,95,130,0.6,12.0
891,Wushours,60,90,60,53,50,72,0.6,12.0
892,Shifours,100,130,100,63,60,97,1.9,105.0
893,Zarude,105,120,105,70,95,105,1.8,70.0
894,Regieleki,80,100,50,100,50,200,1.2,145.0
895,Regidrago,200,100,50,100,50,80,2.1,200.0
896,Blizzeval,100,145,130,65,110,30,2.2,800.0
897,Spectreval,100,65,60,145,80,130,2.0,44.5
898,Sylveroy,100,80,80,80,80,80,1.1,7.7
899,Cerbyllin,103,105,72,105,75,65,1.8,95.1
900,Hachecateur,70,135,95,45,70,85,1.8,89.0
901,Ursaking,130,140,105,45,80,50,2.4,290.0
902,Paragruel,120,112,65,80,75,78,3.0,110.0
903,Farfurex,80,130,60,40,80,120,1.3,43.0
904,Qwilpik,85,115,95,65,65,85,2.5,60.5
905,Amovenus,74,115,70,135,80,106,1.6,48.0
906,Poussacha,40,61,54,45,45,65,0.4,4.1
907,Matourgeon,61,80,63,60,63,83,0.9,12.2
908,Miascarade,76,110,70,81,70,123,1.5,31.2
909,Chochodile,67,45,59,63,40,36,0.4,9.8
910,Crocogril,81,55,78,90,58,49,1.0,30.7
911,Flâmigator,104,75,100,110,75,66,1.6,326.5
912,Coiffeton,55,65,45,50,45,50,0.5,6.1
913,Canarbello,70,85,65,65,60,65,1.2,21.5
914,Palmaval,85,120,80,85,75,85,1.8,61.9
915,Gourmelet,54,45,40,35,45,35,0.5,10.2
916,Fragroin,110,100,75,59,80,65,1.0,120.0
917,Tissenboule,35,41,45,29,40,20,0.3,4.0
918,Filentrappe,60,79,92,52,86,35,1.0,16.5
919,Lilliterelle,33,46,40,21,25,45,0.2,1.0
920,Gambex,71,102,78,52,55,92,1.0,17.5
921,Pohm,45,50,20,40,25,60,0.3,2.5
922,Pohmotte,60,75,40,50,40,85,0.4,6.5
923,Pohmarmotte,70,115,70,70,60,105,0.9,41.0
924,Compagnol,50,50,45,40,45,75,0.3,1.8
925,Famignol,74,75,70,65,75,111,0.3,2.3
926,Pâtachiot,37,55,70,30,55,65,0.3,10.9
927,Briochien,57,80,115,50,80,95,0.5,14.9
928,Olivini,41,35,45,58,51,30,0.3,6.5
929,Olivado,52,53,60,78,78,33,0.6,11.9
930,Arboliva,78,69,90,125,109,39,1.4,48.2
931,Tapatoes,82,96,51,45,51,95,0.6,2.4
932,Selutin,55,55,75,35,35,25,0.4,16.0
933,Amassel,60,60,100,35,65,35,0.6,105.0
934,Gigansel,100,100,130,45,90,35,2.3,240.0
935,Charbambin,40,50,40,50,40,35,0.6,10.5
936,Carmadura,85,60,100,125,80,75,1.5,85.0
937,Malvalame,75,125,80,60,100,85,1.6,62.0
938,Tetampoule,61,31,41,59,35,45,0.3,0.4
939,Ampibidou,109,64,91,103,83,45,1.2,113.0
940,Zapetrel,40,40,35,55,40,70,0.4,3.6
941,Fulgulairo,70,70,60,105,60,125,1.4,38.6
942,Grondogue,60,78,60,40,51,51,0.5,16.0
943,Dogrino,80,120,90,60,70,85,1.1,61.0
944,Gribouraigne,40,65,35,40,35,75,0.2,0.7
945,Tag-Tag,40,65,35,40,35,75,0.7,27.2
946,Virovent,40,65,30,45,35,60,0.6,0.6
947,Virevorreur,55,115,70,80,70,90,1.2,6.0
948,Terracool,40,40,35,50,100,70,0.9,33.0
949,Terracruel,80,70,65,80,120,100,1.9,58.0
950,Craparoi,50,100,115,35,55,75,1.3,79.0
951,Pimito,52,62,40,62,40,50,0.3,3.0
952,Scovilain,65,108,65,108,65,75,0.9,15.0
953,Leboulerou,41,50,60,31,58,30,0.2,1.0
954,Berasca,75,50,85,115,100,45,0.3,3.5
955,Flotillon,30,35,30,55,30,75,0.2,1.5
956,Cleopsytra,95,60,60,101,60,105,1.9,90.0
957,Forgerette,50,45,45,35,64,58,0.4,8.9
958,Forgella,65,55,55,45,82,78,0.7,59.1
959,Forgelina,85,75,77,70,105,94,0.7,112.8
960,Taupikeau,10,55,25,35,25,95,1.2,1.8
961,Triopikeau,35,100,50,50,70,120,1.2,5.4
962,Lestombaile,70,103,85,60,85,82,1.5,42.9
963,Dofin,70,45,40,45,40,75,1.3,60.2
964,Superdofin,100,70,72,53,62,100,1.3,60.2
965,Vrombi,45,70,63,30,45,47,1.0,35.0
966,Vrombotor,80,119,90,54,67,90,1.8,120.0
967,Motorizard,70,95,65,85,65,121,1.6,63.0
968,Ferdeter,70,85,145,60,55,65,2.5,310.0
969,Germeclat,48,35,42,105,60,60,0.7,8.0
970,Floreclat,83,55,90,130,81,86,1.5,45.0
971,Toutombe,50,61,60,30,55,34,0.6,35.0
972,Tomberro,72,101,100,50,97,68,2.0,15.0
973,Flamenroule,82,115,74,75,64,90,1.6,37.0
974,Pietace,108,68,45,30,40,43,1.2,45.0
975,Balbaleze,170,113,65,45,55,73,4.5,700.0
976,Delestin,90,102,73,78,65,70,2.5,90.0
977,Oyacata,150,100,115,65,65,35,12.0,220.0
978,Nigirigon,68,50,60,120,95,82,0.3,8.0
979,Courrousinge,100,115,80,50,90,90,1.2,56.0
980,Terraiste,130,75,60,45,100,20,1.8,223.0
981,Farigiraf,120,90,70,110,70,60,3.2,160.0
982,Deusolourdo,125,100,80,85,75,55,1.5,14.0
983,Scalpereur,100,135,120,60,85,50,2.0,120.0
984,Fort-Ivoire,115,131,131,53,53,87,2.2,320.0
985,Hurle-Queue,115,65,99,65,115,111,1.2,8.0
986,Fongus-Furie,111,127,99,79,99,55,1.2,21.0
987,Flotte-Meche,55,55,55,135,135,135,1.4,4.0
988,Rampe-Ailes,85,135,79,85,105,81,3.2,92.0
989,Pelage-Sable,85,81,97,121,85,101,2.3,60.0
990,Roue-de-Fer,90,112,120,72,70,106,0.9,240.0
