id,id_pokemon,id_dresseur,surnom,niveau,date_stockage
1609,318,10,Shyanne,45,2024-02-01
1610,135,10,Reginald,46,2024-08-02
1611,830,10,Sean,66,2024-02-24
1612,389,10,Christiana,44,2024-04-11
1613,956,10,Hayden,38,2024-06-08
1614,652,10,Jalen,1,2024-07-01
1615,708,10,Yvette,60,2024-04-07
1616,241,10,Jennings,12,2024-09-13
1617,754,10,Carleton,94,2024-08-12
1618,595,10,Eunice,8,2024-01-10
1619,876,10,Favian,76,2023-09-30
1620,829,10,Albertha,27,2024-02-09
1621,878,10,Fredy,30,2024-08-19
1622,625,10,Carolina,100,2024-07-20
1623,756,10,Eugenia,77,2023-11-25
1624,857,10,Trent,1,2024-01-01
1625,129,10,Nigel,98,2023-10-28
1626,458,10,Stacey,95,2024-07-24
1627,461,10,Devon,49,2023-10-05
1628,1022,10,Nasir,78,2024-08-12
1629,744,10,Thad,59,2023-09-22
1630,684,10,Nicholaus,18,2023-10-04
1631,597,10,Maribel,27,2023-10-25
1632,480,10,Jaren,46,2024-05-24
1633,677,10,Zora,41,2023-10-11
1634,222,10,Mohammed,70,2024-01-25
1635,670,10,Antonetta,26,2023-11-07
1636,478,10,Flossie,61,2023-11-06
1637,105,10,Crawford,84,2024-02-08
1638,836,10,Reinhold,86,2024-03-17
1639,423,10,Dolly,43,2023-11-09
1640,458,10,Demarcus,19,2023-12-13
1641,742,10,Nettie,61,2023-11-21
1642,309,10,Amiya,82,2024-03-22
1643,803,10,Carmella,91,2024-06-16
1644,498,10,Ricky,11,2023-10-18
1645,141,10,Jaylin,58,2023-10-08
1646,873,10,Abigayle,72,2023-11-30
1647,897,10,Curtis,57,2024-09-11
1648,285,10,Lucile,56,2023-11-23
1649,778,10,Kaley,37,2023-11-27
1650,346,10,Merritt,71,2024-02-13
1651,625,10,Lucius,59,2023-10-19
1652,462,10,Abagail,94,2023-11-13
1653,674,10,Nya,40,2024-02-16
1654,618,10,Jerad,5,2024-04-05
1655,923,10,Kenton,4,2024-01-01
1656,572,10,Nelle,51,2024-08-19
1657,158,10,Maida,43,2023-09-27
1658,991,10,Murray,15,2023-11-28
1659,974,10,Alverta,22,2024-03-13
1660,430,10,Fiona,4,2024-09-04
1661,472,10,Dane,96,2024-01-08
1662,987,10,Mortimer,16,2024-04-17
1663,531,10,Alvis,42,2024-06-26
1664,49,10,Camille,57,2024-07-07
1665,354,11,Norbert,59,2024-03-12
1666,595,11,Stefanie,66,2024-06-23
1667,87,11,Mae,39,2024-06-01
1668,365,11,Rod,28,2023-11-18
1669,1016,11,Queenie,17,2024-03-23
1670,907,11,Brando,82,2024-07-23
1671,679,11,Jakob,4,2023-11-06
1672,755,11,Aliya,13,2024-04-15
1673,114,11,Oda,20,2024-02-24
1674,224,11,Samantha,58,2023-09-15
1675,118,11,Erik,86,2024-08-22
1676,797,11,Seamus,18,2023-11-14
1677,401,11,Mckayla,33,2024-08-15
1678,86,11,Terrence,19,2024-06-22
1679,393,11,Lauryn,19,2024-08-17
1680,544,11,Jessie,8,2024-03-08
1681,541,11,Maryam,53,2024-06-13
1682,776,11,Arne,3,2023-12-23
1683,193,11,Rebeka,56,2024-08-12
1684,280,11,Brooklyn,46,2023-11-25
1685,274,11,Alessandra,88,2024-06-07
1686,827,11,Meghan,8,2023-12-13
1687,279,11,Baylee,74,2024-04-07
1688,749,11,Eudora,71,2024-05-02
1689,854,11,Lily,5,2023-10-25
1690,237,11,Kenyon,84,2024-03-29
1691,1002,11,Thad,67,2023-12-06
1692,991,11,Beryl,49,2024-01-28
1693,78,11,Rosalia,98,2024-09-03
1694,786,11,Name,9,2024-01-15
1695,363,11,Alphonso,7,2023-12-09
1696,523,11,Carole,49,2024-06-20
1697,467,11,Zoe,54,2024-05-21
1698,773,11,Amani,94,2024-05-05
1699,557,11,Maverick,16,2024-08-16
1700,524,11,Benton,37,2024-01-12
1701,634,11,Beaulah,46,2024-06-17
1702,319,11,Eda,48,2023-10-09
1703,992,11,Elza,13,2024-03-12
1704,105,11,Simone,88,2024-05-19
1705,240,11,Romaine,75,2024-05-23
1706,361,11,Selmer,74,2024-08-22
1707,328,11,Cecelia,33,2023-12-20
1708,534,11,Golda,51,2024-02-05
1709,355,11,Bernhard,57,2024-04-01
1710,843,11,Horacio,99,2023-10-26
1711,630,11,Alfonso,25,2024-03-25
1712,586,11,Hosea,37,2023-11-14
1713,404,11,Kaya,11,2024-07-17
1714,703,11,Vesta,33,2023-10-30
1715,47,11,Willie,71,2024-03-29
1716,937,11,Dasia,53,2023-11-17
1717,252,11,Norbert,16,2023-11-17
1718,825,11,Liza,87,2024-08-07
1719,198,11,Tabitha,88,2024-03-04
1720,935,11,Jayne,53,2024-09-03
1721,612,11,Guy,96,2023-11-14
1722,850,11,Tania,51,2024-01-18
1723,36,11,Malcolm,74,2024-09-02
1724,472,11,Citlalli,72,2024-04-21
1725,376,11,Ulices,6,2023-12-31
1726,643,11,Ottilie,91,2024-08-27
1727,40,11,Cortney,83,2023-12-24
1728,835,11,Anjali,99,2024-01-20
1729,40,11,Odie,88,2024-04-24
1730,562,11,Adonis,4,2024-03-02
1731,197,11,Randi,42,2024-06-27
1732,258,11,Cristal,60,2024-04-13
1733,308,11,Raoul,87,2024-05-30
1734,625,11,Britney,23,2024-01-13
1735,729,11,Griffin,21,2024-08-14
1736,927,11,Reyes,3,2023-10-30
1737,678,11,Scarlett,67,2024-03-23
1738,861,11,Nestor,5,2024-09-02
1739,260,11,Russell,98,2024-05-26
1740,310,11,Donato,63,2023-10-21
1741,357,11,Fidel,68,2024-08-05
1742,177,11,Edyth,13,2024-01-15
1743,735,11,Orpha,34,2024-09-09
1744,936,11,Lillian,45,2024-01-31
1745,804,11,Cordell,54,2023-10-07
1746,898,11,Francis,81,2024-02-07
1747,96,11,Modesto,65,2024-01-07
1748,401,11,Stephen,43,2024-05-24
1749,307,11,Anastacio,4,2024-03-21
1750,281,11,Joy,47,2024-09-10
1751,316,11,Sarina,42,2023-12-08
1752,486,11,Gonzalo,37,2024-06-06
1753,665,11,Herminia,3,2024-07-23
1754,942,11,Sanford,13,2024-06-24
1755,407,11,Karlie,27,2024-08-15
1756,337,11,Ardith,88,2024-03-20
1757,213,11,Maryjane,52,2024-04-21
1758,230,11,Cielo,81,2024-04-02
1759,652,11,Enola,65,2024-07-05
1760,465,11,Jamel,76,2023-12-24
1761,177,11,Jarod,44,2023-09-19
1762,926,11,Jamir,2,2023-10-31
1763,672,11,Evalyn,4,2024-06-29
1764,961,11,Prudence,63,2024-07-02
1765,314,11,Jaylon,83,2023-11-25
1766,640,11,Frida,78,2024-03-03
1767,374,11,Brandi,83,2024-05-12
1768,505,11,Abigale,89,2024-01-29
1769,776,11,Marisa,62,2023-09-18
1770,891,11,Darryl,10,2024-06-07
1771,305,11,Dylan,6,2024-01-17
1772,720,11,Abdiel,52,2024-06-12
1773,651,11,Leann,24,2024-08-09
1774,895,11,Kaycee,74,2024-02-11
1775,230,11,Philip,75,2023-09-24
1776,804,11,Cathryn,31,2024-08-19
1777,683,11,Leila,37,2024-06-22
1778,268,11,Dorcas,11,2024-04-18
1779,527,11,Sheridan,13,2024-07-15
1780,833,11,Jasen,50,2024-03-11
1781,198,11,Elda,12,2024-09-08
1782,669,11,Myrtle,42,2023-10-24
1783,569,11,Pete,60,2023-12-13
1784,752,11,Kennith,85,2023-11-19
1785,360,11,Yvonne,86,2024-01-09
1786,591,11,Marjory,31,2024-06-28
1787,156,11,Quinton,29,2024-06-08
1788,1007,11,Chance,79,2024-07-31
1789,445,11,Ila,14,2024-03-25
1790,336,11,Stephanie,28,2024-01-20
1791,450,11,Lane,11,2024-05-29
1792,785,11,Bridie,21,2024-02-11
1793,292,11,Cassandra,27,2024-06-21
1794,606,11,Vickie,34,2024-03-13
1795,351,11,Alessia,68,2023-12-05
1796,656,11,Lew,29,2024-04-15
1797,59,11,Aglae,98,2023-12-08
1798,498,11,Vito,29,2023-12-19
1799,223,11,Daphnee,62,2023-09-22
1800,122,11,Gardner,30,2024-06-03
1801,380,11,Daija,35,2024-07-02
1802,170,11,Erling,94,2023-12-22
1803,549,11,Schuyler,98,2024-02-03
1804,625,11,Deanna,37,2024-05-03
1805,417,11,Tyrel,53,2024-06-30
1806,98,11,Marion,19,2023-10-06
1807,559,11,Genoveva,46,2024-08-13
1808,587,11,Kelsi,60,2023-12-07
1809,382,11,Freddie,20,2024-08-11
1810,674,11,Suzanne,24,2023-09-15
1811,812,11,Mac,3,2023-09-16
1812,974,11,Kamren,61,2024-06-22
1813,222,11,Clovis,36,2024-05-09
1814,710,11,Forest,18,2024-01-04
1815,18,11,Barry,36,2024-03-02
1816,282,11,Marlon,43,2024-05-02
1817,198,11,Zora,85,2023-12-02
1818,176,11,Zelma,18,2024-05-10
1819,760,11,Aletha,36,2024-07-12
1820,807,11,Javonte,44,2024-03-11
1821,655,11,Hosea,89,2024-04-16
1822,907,11,Adolf,21,2024-03-30
1823,820,11,Aylin,10,2023-12-14
1824,314,11,Isadore,11,2024-04-03
1825,313,11,Randal,94,2024-04-08
1826,6,11,Gene,71,2023-10-08
1827,401,11,Hilbert,46,2024-08-27
1828,302,11,Ursula,92,2024-06-29
1829,965,11,Myrtle,77,2024-06-22
1830,319,11,Charlie,94,2024-01-16
1831,337,11,Sigurd,97,2024-03-26
1832,488,11,Casey,39,2024-06-04
1833,996,11,Hilario,26,2024-05-27
1834,517,11,Rosie,51,2024-06-04
1835,444,11,Joey,34,2023-10-17
1836,1015,11,Milford,5,2024-01-10
1837,542,11,Alanna,45,2024-08-26
1838,767,11,Bernie,46,2024-08-20
1839,534,11,Camylle,65,2024-07-19
1840,785,11,Elvis,50,2023-10-03
1841,96,11,Gordon,76,2024-06-16
1842,618,11,Amelie,55,2024-07-22
1843,834,11,Miracle,44,2024-03-12
1844,545,11,Abigayle,15,2024-06-20
1845,625,11,Breanna,44,2024-06-06
1846,407,11,Vincenza,88,2024-01-18
1847,89,11,Selmer,14,2023-10-31
1848,423,11,Sam,78,2023-10-04
1849,788,11,Scottie,74,2023-10-26
1850,463,11,Zoey,14,2024-05-08
1851,866,11,Lisandro,63,2023-12-31
1852,655,11,Vito,17,2023-10-05
1853,534,11,Electa,68,2024-03-05
1854,599,11,Geoffrey,39,2024-06-04
1855,544,11,Hope,68,2023-10-21
1856,853,11,Donny,76,2024-04-23
1857,519,11,Roscoe,82,2024-03-24
1858,571,11,Genoveva,84,2023-10-28
1859,923,11,Alford,58,2023-12-23
1860,909,11,Abbie,32,2024-05-09
1861,454,11,Darius,16,2024-06-29
1862,135,11,Mertie,93,2023-09-24
1863,443,11,Sabina,33,2023-11-10
1864,339,11,Deja,17,2024-06-09
1865,87,11,Georgette,71,2024-08-22
1866,170,11,Lonny,28,2024-01-19
1867,51,11,Doyle,12,2024-05-08
1868,429,11,Mariam,89,2024-03-23
1869,721,11,Alexis,4,2024-03-02
1870,802,11,Jordon,85,2024-03-18
1871,81,11,Reina,58,2024-06-07
1872,87,11,Sophia,39,2024-05-06
1873,39,11,Karli,94,2024-01-12
1874,261,11,Hilbert,56,2024-07-17
1875,312,11,Ricardo,23,2023-09-27
1876,398,11,Dora,79,2024-04-04
1877,184,11,Melyssa,24,2023-10-20
1878,1023,11,Kelton,72,2023-11-07
1879,670,11,April,59,2024-02-01
1880,111,11,Ethyl,78,2024-01-12
1881,891,11,Davon,10,2024-05-04
1882,190,11,Josiane,12,2024-05-04
1883,88,11,Pattie,39,2024-01-09
1884,511,11,Chaya,40,2024-03-13
1885,648,11,Maegan,33,2024-01-22
1886,691,11,Macey,18,2023-11-06
1887,327,11,Lonzo,53,2023-10-28
1888,761,11,Nelson,91,2024-06-18
1889,595,11,Adrian,17,2024-01-09
1890,772,11,Davin,86,2024-04-03
1891,677,11,Kaela,73,2024-06-22
1892,789,11,Laila,82,2024-08-07
1893,428,11,Sanford,37,2024-09-14
1894,545,11,Jessy,84,2024-06-14
1895,651,11,Gust,90,2024-05-22
1896,5,11,Margarette,57,2023-09-26
1897,516,11,Jerad,43,2024-05-17
1898,1004,11,Charles,36,2024-02-10
1899,110,11,Berry,98,2024-07-25
1900,847,11,Morris,57,2024-05-08
1901,213,11,Fatima,10,2024-05-02
1902,870,11,Asia,84,2024-05-02
1903,771,11,Kelli,12,2023-10-27
1904,411,11,Buck,7,2024-02-16
1905,936,11,Kelvin,46,2024-07-23
1906,44,11,Norberto,79,2024-05-29
1907,725,11,Randi,45,2024-02-13
1908,476,11,Ford,71,2024-03-18
1909,806,11,Kody,12,2024-03-06
1910,609,11,Alexis,11,2023-10-19
1911,32,11,Gisselle,37,2024-07-25
1912,520,11,Aiyana,60,2024-06-21
1913,950,11,Freddie,49,2024-09-03
1914,26,11,Grace,80,2024-07-25
1915,511,11,Edmund,94,2024-02-23
1916,962,11,Marcia,60,2024-01-26
1917,841,11,Dale,8,2024-04-02
1918,270,11,Deron,96,2024-03-05
1919,728,11,Santos,93,2024-08-21
1920,735,11,Adolphus,98,2023-10-18
1921,8,11,Queenie,12,2023-09-19
1922,7,11,Ena,74,2023-11-10
1923,919,11,Vicente,14,2024-04-12
1924,462,11,Joey,35,2024-04-07
1925,52,11,Karli,3,2024-05-14
1926,1025,11,Carissa,48,2024-09-03
1927,194,11,Diana,79,2024-07-10
1928,874,11,Johnathan,73,2023-12-05
1929,59,11,Lia,67,2024-05-02
1930,422,11,Lafayette,69,2024-04-06
1931,1024,11,Cullen,25,2024-04-29
1932,515,11,Greta,98,2023-12-10
1933,352,11,Linda,57,2024-08-03
1934,616,11,Era,93,2024-08-05
1935,553,11,Shany,60,2023-11-11
1936,228,11,Asia,67,2024-03-24
1937,1008,11,Korbin,4,2024-05-31
1938,759,11,Buddy,69,2024-04-27
1939,52,11,Hulda,37,2024-03-25
1940,251,11,Ephraim,1,2024-05-22
1941,137,11,Elijah,41,2024-01-19
1942,175,11,Cecilia,26,2024-03-04
1943,352,11,Araceli,17,2024-09-01
1944,233,11,Abagail,11,2023-10-06
1945,373,11,Kory,35,2024-05-26
1946,618,11,Nyasia,48,2024-01-18
1947,343,11,Karson,37,2023-10-03
1948,91,11,Lenna,90,2024-02-01
1949,928,11,Parker,50,2024-07-08
1950,663,11,Carroll,78,2024-05-27
1951,48,11,Tamara,54,2024-07-30
1952,774,11,Randi,55,2024-05-25
1953,736,11,Thalia,75,2024-09-04
1954,220,11,Karli,78,2023-11-28
1955,637,11,Perry,55,2024-07-30
1956,329,11,John,18,2023-09-22
1957,91,12,Benny,48,2024-04-11
1958,23,12,Kyleigh,62,2024-04-26
1959,894,12,Sonny,79,2024-01-22
1960,282,12,Jordane,39,2024-05-31
1961,583,12,Juanita,71,2024-08-30
1962,35,12,Dolores,18,2023-10-14
1963,842,12,Lance,56,2023-11-13
1964,796,12,Enoch,70,2023-12-05
1965,718,12,Reece,42,2024-01-19
1966,62,12,Chaim,42,2024-07-22
1967,852,12,Enoch,92,2023-11-22
1968,183,12,Delmer,89,2024-08-17
1969,217,12,Santino,66,2024-02-28
1970,427,12,Hanna,99,2024-06-29
1971,83,12,Trent,43,2023-10-20
1972,140,12,Tevin,21,2024-08-01
1973,1020,12,Chadd,17,2023-09-25
1974,704,12,Darren,90,2024-03-09
1975,452,12,Talon,86,2024-08-27
1976,644,12,Madaline,9,2024-02-22
1977,958,12,Holden,85,2024-04-04
1978,86,12,Vivienne,96,2024-01-24
1979,195,12,Sandy,58,2023-12-03
1980,129,12,Tyrel,17,2023-12-18
1981,705,12,Domenica,97,2023-10-21
1982,1,12,Riley,47,2024-04-04
1983,958,12,Aubrey,97,2023-11-20
1984,413,12,Derrick,99,2024-08-21
1985,94,12,Bulah,96,2024-05-20
1986,127,12,Candice,84,2024-08-27
1987,28,12,Antonio,89,2024-06-07
1988,656,12,Hubert,72,2024-07-15
1989,441,12,Bernice,19,2024-08-10
1990,31,12,Mason,12,2023-09-16
1991,679,12,Adelle,83,2024-02-17
1992,276,12,Constance,18,2024-07-26
1993,776,12,Julia,44,2024-06-20
1994,818,12,Mona,59,2024-02-28
1995,814,12,Giovanna,90,2023-11-01
1996,718,12,Julian,21,2023-10-02
1997,36,12,Colin,91,2024-04-27
1998,646,12,Adrianna,40,2023-11-19
1999,408,12,Reginald,91,2023-12-01
2000,858,12,Golden,53,2024-09-03
2001,691,12,Tianna,58,2024-05-28
2002,533,12,Yasmeen,76,2024-09-11
2003,672,12,Bennie,70,2024-05-21
2004,727,12,Murl,5,2023-12-22
2005,938,12,Zackary,15,2024-08-19
2006,269,12,Jeanette,71,2024-07-12
2007,739,12,Mandy,100,2024-09-11
2008,949,12,Marie,98,2024-05-20
2009,911,12,Alisa,84,2024-06-21
2010,518,12,Eugenia,70,2023-11-29
2011,123,12,Isac,5,2024-02-12
2012,913,12,Brennan,78,2023-11-05
2013,826,12,Oleta,100,2024-01-13
2014,26,12,Alfonzo,26,2024-04-03
2015,304,12,Rowan,82,2024-03-17
2016,695,12,Ursula,8,2023-09-27
2017,968,12,Violette,71,2024-06-20
2018,316,12,Irma,4,2023-09-18
2019,741,12,Dasia,22,2024-03-02
2020,271,12,Jeromy,39,2023-11-15
2021,933,12,Corene,85,2024-01-21
2022,828,12,Viva,96,2023-12-28
2023,174,12,Griffin,57,2024-03-05
2024,48,12,River,33,2024-01-18
2025,508,12,Faustino,54,2024-06-07
2026,471,12,Robert,50,2023-12-02
2027,234,12,Catalina,10,2023-10-28
2028,393,12,Eliane,4,2023-10-12
2029,963,12,Elton,72,2024-05-05
2030,385,12,Mariam,28,2024-03-02
2031,437,12,Ricardo,8,2024-05-21
2032,683,12,Xavier,68,2024-06-10
2033,558,12,Casimir,67,2024-05-08
2034,681,12,Brock,67,2023-12-12
2035,453,12,Noemie,82,2024-01-11
2036,482,12,Juanita,48,2023-11-08
2037,664,12,Afton,28,2024-06-16
2038,841,12,Adolfo,81,2024-05-06
2039,631,12,Mikayla,95,2024-02-29
2040,984,12,Lorenz,83,2024-02-07
2041,169,12,Florida,68,2024-01-21
2042,804,12,Golden,24,2024-06-06
2043,512,12,Triston,79,2024-06-23
2044,347,12,Hilton,50,2023-12-31
2045,898,12,Lamar,99,2024-03-16
2046,406,12,Reinhold,24,2023-09-17
2047,437,12,Dedric,82,2024-03-07
2048,835,12,Rigoberto,97,2023-11-26
2049,866,12,Johnny,38,2024-08-24
2050,715,12,Hal,63,2023-12-14
2051,141,12,Meta,16,2024-03-23
2052,712,12,Deangelo,70,2023-10-29
2053,953,12,Lincoln,29,2024-01-06
2054,652,12,Madalyn,91,2024-08-16
2055,6,12,Sally,40,2024-06-21
2056,234,12,Paris,46,2024-01-06
2057,648,12,Avery,6,2023-12-02
2058,637,12,Marcos,11,2024-05-10
2059,870,12,Kayla,62,2024-02-27
2060,221,12,Monte,13,2023-11-08
2061,511,12,Jannie,2,2024-05-12
2062,428,12,Jean,18,2024-01-07
2063,43,12,Dora,94,2024-07-26
2064,940,12,Fae,41,2024-02-20
2065,719,12,Brianne,49,2024-02-19
2066,880,12,Rolando,14,2024-02-10
2067,188,12,Gustave,29,2024-01-23
2068,852,12,Jamison,44,2023-10-15
2069,362,12,Darrin,11,2024-01-02
2070,95,12,Roberta,3,2024-02-01
2071,139,12,Oral,7,2024-02-01
2072,464,12,Evalyn,92,2023-12-23
2073,210,12,Abdul,63,2024-01-11
2074,231,12,Gerda,25,2024-08-06
2075,95,12,Juwan,74,2024-08-11
2076,101,12,Orin,95,2024-06-11
2077,574,12,Gabriella,3,2023-11-25
2078,793,12,Aliya,55,2024-03-13
2079,665,12,Elouise,5,2023-12-26
2080,666,12,Gwendolyn,68,2024-04-30
2081,163,12,Edd,27,2024-01-05
2082,940,12,Obie,58,2024-07-07
2083,18,12,Kaleigh,26,2024-02-20
2084,147,12,Rogers,61,2024-07-30
2085,181,12,Finn,48,2023-12-26
2086,154,12,Astrid,46,2024-04-03
2087,689,12,Ervin,55,2023-11-14
2088,398,12,Justen,87,2024-05-25
2089,921,12,Junius,22,2024-08-12
2090,535,12,Mack,5,2024-03-02
2091,311,12,Blanca,63,2024-02-25
2092,391,12,Marlee,91,2024-02-21
2093,161,12,Greg,47,2024-01-22
2094,386,12,Lavada,58,2024-01-01
2095,841,12,Soledad,39,2024-07-10
2096,958,12,Meghan,82,2024-05-28
2097,634,12,Name,44,2024-07-30
2098,620,12,Yesenia,96,2024-07-01
2099,652,12,Curtis,90,2023-12-25
2100,999,12,Julien,53,2024-07-16
2101,355,12,Carlotta,49,2024-03-15
2102,905,12,Jordane,15,2023-10-05
2103,237,12,Obie,80,2024-06-10
2104,347,12,Granville,97,2023-10-01
2105,845,12,Daisha,76,2023-10-13
2106,603,12,Precious,65,2024-03-15
2107,433,12,Chadd,54,2023-12-16
2108,172,12,Teagan,80,2024-06-28
2109,453,12,Pierre,47,2024-01-17
2110,137,12,Syble,4,2024-08-14
2111,935,12,Roberta,1,2024-05-28
2112,929,12,Elwin,76,2024-03-02
2113,232,12,Theodore,67,2024-03-21
2114,620,12,Griffin,26,2024-01-04
2115,23,12,Madalyn,10,2023-11-22
2116,658,12,Charlie,56,2024-05-28
2117,423,12,Izabella,67,2024-04-28
2118,479,12,Evie,64,2024-05-12
2119,80,12,Earnestine,40,2024-04-28
2120,992,12,Dillan,31,2024-05-31
2121,155,12,Quinten,87,2024-06-11
2122,703,12,Asia,94,2024-07-30
2123,936,12,Harmon,23,2023-12-22
2124,572,12,Dolores,44,2024-01-06
2125,105,12,Francesco,36,2024-03-18
2126,965,12,Dorian,92,2024-04-14
2127,557,12,Marianne,54,2024-04-21
2128,328,12,Mya,68,2023-11-11
2129,919,12,Darien,66,2024-07-13
2130,26,12,Antonetta,92,2024-08-21
2131,477,12,Nyah,47,2023-10-09
2132,265,12,Jenifer,65,2024-09-05
2133,888,12,Amely,50,2024-05-01
2134,847,12,Modesto,81,2024-08-26
2135,631,12,Brody,8,2023-10-15
2136,144,12,Amiya,3,2024-02-11
2137,670,12,Zora,41,2024-02-10
2138,966,12,Amya,31,2024-03-03
2139,184,12,Max,94,2023-09-17
2140,499,12,Petra,84,2023-10-31
2141,786,12,Brandon,70,2024-08-18
2142,455,12,Zula,79,2024-02-13
2143,899,12,Braeden,96,2024-01-10
2144,767,12,Kirsten,41,2024-08-31
2145,165,12,Remington,15,2023-11-16
2146,212,12,Ophelia,27,2023-10-20
2147,932,12,Rosetta,53,2024-09-09
2148,178,12,Lowell,29,2023-12-12
2149,433,12,Katrina,22,2024-05-05
2150,528,12,Consuelo,27,2024-02-23
2151,547,12,Arvel,13,2024-04-26
2152,817,12,Oliver,94,2024-01-03
2153,887,12,Randall,10,2024-05-18
2154,701,12,Buster,10,2023-10-05
2155,4,12,Cordell,21,2024-07-17
2156,581,12,Marley,51,2024-07-23
2157,900,12,Lenna,67,2024-04-20
2158,702,12,Tristian,87,2024-09-06
2159,412,12,Alia,62,2024-04-24
2160,505,12,Esteban,76,2024-01-16
2161,849,12,Angelina,79,2024-05-30
2162,549,12,Simeon,1,2023-10-09
2163,297,12,Ora,91,2024-03-21
2164,956,12,Marlin,66,2024-08-01
2165,932,12,Madelyn,13,2024-04-04
2166,955,12,Hiram,88,2023-12-14
2167,438,12,Raheem,41,2024-09-02
2168,336,12,Camron,36,2024-02-01
2169,178,12,Juliana,2,2024-02-18
2170,724,12,Cali,76,2024-01-04
2171,492,12,Candace,70,2024-01-09
2172,39,12,Cindy,77,2023-09-19
2173,984,12,Roxane,18,2024-02-05
2174,607,12,Tamia,91,2024-04-30
2175,491,12,Skye,51,2023-09-20
2176,997,12,Madisyn,89,2024-06-10
2177,653,12,Madelyn,61,2024-08-27
2178,860,12,Nathan,2,2024-01-12
2179,782,12,Magnus,23,2023-11-20
2180,618,12,Reid,57,2024-06-27
2181,29,12,Clara,43,2024-06-27
2182,523,12,Gloria,65,2023-11-06
2183,300,12,Allen,37,2023-09-23
2184,220,12,Valentina,95,2023-10-01
2185,380,12,Rahsaan,87,2024-03-27
2186,371,12,Matteo,28,2024-03-10
2187,425,12,Rebeka,62,2023-10-11
2188,232,12,Michelle,59,2024-04-05
2189,35,12,Ciara,34,2023-11-02
2190,1009,12,Noel,15,2024-07-14
2191,954,12,Bertha,64,2024-09-10
2192,823,12,Marge,100,2023-11-18
2193,628,12,Daniela,57,2024-06-30
2194,261,12,Juvenal,26,2024-07-01
2195,180,12,Jettie,89,2023-11-07
2196,693,12,Viva,1,2024-08-23
2197,907,12,Ellie,19,2024-09-06
2198,153,12,Jayme,98,2024-02-16
2199,289,12,Virgil,48,2024-03-21
2200,930,12,Raven,35,2024-08-11
2201,75,12,Emilio,42,2023-10-11
2202,376,12,Ernesto,55,2024-04-27
2203,410,12,Kaylee,60,2023-10-14
2204,105,12,George,93,2024-01-10
2205,780,12,Jerrell,21,2024-08-14
2206,360,12,Thelma,60,2024-03-11
2207,739,12,Florine,89,2024-05-17
2208,187,12,Annabell,63,2024-07-17
2209,509,12,Jazmin,88,2024-06-25
2210,582,12,Jerad,15,2024-05-20
2211,934,12,Ron,63,2023-12-23
2212,736,12,Kelli,40,2023-10-15
2213,485,12,Ciara,9,2024-06-11
2214,323,12,Leonor,67,2024-09-05
2215,883,12,Leif,40,2024-04-29
2216,928,12,Adrienne,74,2024-06-10
2217,837,12,Luella,70,2024-01-09
2218,187,12,Georgette,80,2024-07-29
2219,983,12,Roderick,72,2024-06-18
2220,388,12,Alvina,25,2024-06-26
2221,8,12,Wilmer,66,2023-12-23
2222,621,12,Holly,22,2024-08-27
2223,517,12,Jacques,44,2024-09-04
2224,518,12,Leonel,57,2023-09-26
2225,305,12,Weldon,88,2024-08-23
2226,523,12,Arne,40,2024-02-02
2227,329,12,Monserrat,100,2024-08-06
2228,849,12,Kayli,87,2024-07-01
2229,128,12,Jabari,22,2024-04-08
2230,189,12,Mia,10,2024-07-27
2231,683,12,Schuyler,73,2023-11-30
2232,595,12,Phyllis,78,2024-08-29
2233,869,12,Katherine,55,2023-12-11
2234,554,12,Lorena,49,2024-03-16
2235,330,12,Arlo,58,2024-05-26
2236,70,12,Dakota,65,2023-12-26
2237,223,12,Precious,75,2023-12-09
2238,407,12,Mortimer,78,2024-04-16
2239,1013,12,Jalen,74,2023-10-06
2240,518,12,Kariane,32,2024-06-20
2241,116,12,Delores,52,2024-04-20
2242,15,12,Kylee,13,2024-05-04
2243,454,12,Cristian,30,2023-12-31
2244,575,12,Demond,14,2024-01-29
2245,802,12,Judge,92,2024-03-15
2246,506,12,Cristian,91,2024-03-22
2247,32,12,Lorena,28,2023-10-28
2248,908,12,Yolanda,70,2024-03-03
2249,948,12,Thaddeus,80,2024-03-17
2250,149,12,Mattie,83,2024-07-28
2251,304,12,Lawrence,55,2023-11-03
2252,448,12,Enid,80,2024-07-12
2253,105,13,Clare,68,2024-05-13
2254,900,13,Victor,31,2024-07-04
2255,314,13,Jamie,42,2024-03-10
2256,38,13,Coralie,2,2023-10-30
2257,176,13,Helena,22,2024-04-30
2258,281,13,Eliane,14,2024-03-23
2259,38,13,Oswaldo,91,2024-08-21
2260,407,13,Felicity,45,2024-09-11
2261,952,13,Ferne,71,2024-05-28
2262,878,13,Sibyl,10,2024-03-07
2263,877,13,Rosemarie,45,2023-11-19
2264,124,13,Camryn,87,2024-09-02
2265,62,13,Ruthie,11,2023-11-28
2266,102,13,Briana,30,2024-05-07
2267,274,13,Sonny,14,2024-02-06
2268,771,13,Kattie,35,2024-08-07
2269,8,13,Ruby,58,2024-05-30
2270,910,13,Cody,46,2024-03-24
2271,551,13,Carol,21,2024-07-22
2272,947,13,Loy,13,2024-03-25
2273,370,13,Keegan,45,2023-11-20
2274,441,13,Anita,28,2024-02-27
2275,518,13,Fredrick,64,2024-08-19
2276,998,13,Peyton,2,2024-03-03
