id,id_arene,id_dresseur,date_combat,resultat
776,7,18,2020-10-11,Victoire
777,69,18,2019-07-01,Defaite
778,57,18,2021-05-05,Victoire
779,48,18,2019-10-23,Defaite
780,43,18,2024-08-30,Victoire
781,62,18,2019-12-03,Victoire
782,27,18,2020-08-28,Victoire
783,78,18,2021-05-06,Victoire
784,25,18,2020-01-03,Defaite
785,77,18,2021-05-08,Defaite
786,58,18,2019-11-09,Defaite
787,33,18,2020-10-09,Defaite
788,67,19,2021-12-03,Defaite
789,5,19,2024-05-19,Defaite
790,13,19,2021-10-27,Defaite
791,53,19,2022-11-02,Victoire
792,35,19,2024-03-22,Defaite
793,40,19,2020-06-28,Defaite
794,72,19,2022-05-15,Defaite
795,78,19,2023-07-04,Defaite
796,58,19,2023-09-25,Victoire
797,49,19,2020-12-27,Defaite
798,3,19,2023-11-29,Defaite
799,73,19,2022-08-31,Victoire
800,42,19,2021-10-04,Victoire
801,71,19,2023-10-17,Victoire
802,15,19,2019-01-24,Victoire
803,41,19,2023-05-23,Victoire
804,26,19,2024-03-07,Defaite
805,74,19,2021-09-09,Victoire
806,21,19,2019-10-20,Defaite
807,28,19,2021-10-05,Victoire
808,61,19,2020-10-23,Victoire
809,34,19,2023-08-31,Defaite
810,27,19,2020-06-18,Defaite
811,8,19,2020-12-02,Victoire
812,36,19,2022-12-09,Defaite
813,47,19,2019-10-24,Defaite
814,48,19,2021-08-31,Defaite
815,55,19,2020-12-23,Victoire
816,24,19,2020-03-19,Victoire
817,16,19,2020-11-26,Victoire
818,11,19,2023-03-21,Victoire
819,38,19,2019-05-24,Defaite
820,32,19,2023-07-03,Victoire
821,39,19,2019-06-27,Defaite
822,44,19,2024-01-08,Victoire
823,29,19,2023-03-19,Victoire
824,59,19,2022-04-17,Victoire
825,62,19,2024-04-24,Victoire
826,56,19,2019-11-23,Defaite
827,54,19,2023-04-20,Victoire
828,30,19,2024-05-27,Victoire
829,2,19,2019-07-18,Defaite
830,20,19,2021-08-09,Defaite
831,65,19,2019-12-20,Defaite
832,31,19,2021-01-04,Defaite
833,73,20,2024-07-13,Defaite
834,6,20,2023-02-28,Victoire
835,35,20,2022-09-19,Defaite
836,13,20,2019-07-18,Victoire
837,54,20,2020-05-03,Victoire
838,67,20,2023-11-07,Defaite
839,49,20,2024-05-12,Victoire
840,15,20,2022-02-14,Defaite
841,56,20,2021-04-13,Victoire
842,71,20,2021-04-19,Defaite
843,80,20,2024-08-14,Defaite
844,70,20,2021-03-06,Defaite
845,17,20,2024-01-03,Defaite
846,20,20,2023-02-27,Victoire
847,68,20,2022-12-23,Victoire
848,79,20,2023-09-03,Defaite
849,61,20,2019-06-04,Defaite
850,26,20,2021-10-24,Defaite
851,29,20,2020-07-09,Victoire
852,74,20,2019-07-31,Defaite
853,30,20,2021-05-05,Victoire
854,23,20,2020-08-15,Defaite
855,43,20,2020-08-05,Defaite
856,5,20,2019-01-01,Victoire
857,69,20,2019-03-05,Defaite
858,33,20,2021-07-25,Victoire
859,72,20,2020-06-23,Victoire
860,14,20,2021-01-29,Victoire
861,76,20,2022-11-10,Victoire
862,48,20,2022-08-10,Victoire
863,22,20,2022-01-27,Victoire
864,24,20,2021-10-11,Victoire
865,34,20,2024-04-07,Defaite
866,50,20,2020-06-15,Defaite
867,12,20,2023-09-26,Defaite
868,45,20,2024-01-26,Victoire
869,46,20,2019-02-13,Defaite
870,1,20,2021-05-28,Defaite
871,31,20,2023-05-15,Defaite
872,7,20,2020-06-10,Victoire
873,25,20,2023-09-04,Victoire
874,44,20,2020-07-02,Victoire
875,39,20,2022-09-16,Defaite
876,32,20,2020-02-11,Victoire
877,64,20,2019-09-06,Defaite
878,78,20,2019-11-18,Victoire
879,40,20,2021-02-06,Victoire
880,65,20,2021-02-09,Victoire
881,66,20,2022-02-01,Defaite
882,52,20,2019-07-15,Defaite
883,16,20,2022-10-24,Defaite
884,2,20,2023-03-08,Defaite
885,3,20,2020-02-15,Victoire
886,37,20,2021-09-25,Victoire
887,21,20,2020-05-13,Victoire
888,58,20,2023-11-03,Victoire
889,59,20,2019-07-20,Victoire
890,4,20,2023-07-23,Victoire
891,38,20,2021-03-14,Victoire
892,57,20,2019-09-13,Victoire
893,18,20,2021-02-15,Defaite
894,77,20,2023-05-19,Defaite
895,63,20,2019-09-17,Defaite
896,51,20,2019-05-26,Defaite
897,8,20,2020-07-03,Defaite
898,10,20,2024-06-01,Defaite
899,55,20,2019-06-06,Victoire
900,28,20,2020-08-21,Defaite
901,75,20,2023-08-23,Defaite
902,36,20,2019-04-07,Defaite
903,41,20,2019-03-21,Defaite
904,27,20,2022-10-05,Defaite
905,62,20,2021-05-28,Victoire
906,42,20,2021-06-08,Victoire
907,60,20,2021-02-28,Victoire
908,79,21,2022-02-20,Defaite
909,72,21,2020-09-28,Victoire
910,78,21,2024-01-29,Defaite
911,30,21,2019-12-13,Victoire
912,77,21,2020-02-29,Victoire
913,80,21,2020-10-24,Defaite
914,23,21,2024-08-26,Defaite
915,38,21,2019-10-09,Defaite
916,70,21,2024-01-29,Victoire
917,49,21,2021-06-14,Victoire
918,28,21,2021-12-30,Defaite
919,4,21,2023-06-07,Victoire
920,66,21,2022-03-20,Defaite
921,75,21,2021-05-28,Victoire
922,24,21,2021-10-05,Defaite
923,3,21,2023-06-01,Defaite
924,44,21,2021-02-22,Victoire
925,73,21,2020-01-24,Defaite
926,10,21,2022-09-13,Victoire
927,37,21,2021-05-13,Defaite
928,29,21,2020-05-21,Victoire
929,58,21,2021-12-08,Defaite
930,71,21,2023-04-25,Defaite
931,69,21,2021-07-30,Defaite
932,6,21,2022-03-14,Defaite
933,54,21,2022-10-08,Defaite
934,60,21,2020-10-28,Defaite
935,21,21,2022-07-11,Victoire
936,46,21,2020-03-13,Defaite
937,5,21,2022-10-05,Defaite
938,67,21,2021-11-12,Defaite
939,61,21,2023-07-31,Defaite
940,42,21,2022-06-21,Victoire
941,57,21,2019-08-04,Victoire
942,27,21,2023-06-01,Defaite
943,65,21,2021-10-04,Victoire
944,17,21,2021-06-28,Victoire
945,7,21,2022-03-28,Victoire
946,11,21,2021-02-12,Victoire
947,62,21,2023-12-06,Victoire
948,76,21,2020-07-25,Victoire
949,25,21,2020-02-14,Defaite
950,52,21,2019-07-21,Defaite
951,19,21,2020-09-26,Victoire
952,41,21,2020-09-11,Defaite
953,20,21,2019-10-11,Defaite
954,9,21,2019-08-26,Defaite
955,2,21,2024-03-23,Victoire
956,31,21,2020-01-25,Defaite
957,53,21,2020-10-10,Victoire
958,48,21,2024-03-13,Victoire
959,33,21,2019-10-25,Victoire
960,8,21,2021-03-27,Victoire
961,34,21,2022-08-04,Defaite
962,12,21,2021-09-03,Defaite
963,47,21,2022-06-10,Victoire
964,16,21,2024-02-08,Victoire
965,36,21,2024-04-08,Victoire
966,51,21,2019-08-25,Victoire
967,59,21,2020-07-05,Victoire
968,40,21,2019-03-05,Defaite
969,45,21,2024-03-14,Defaite
970,49,22,2024-08-20,Defaite
971,11,22,2024-05-04,Defaite
972,76,22,2020-08-09,Victoire
973,67,22,2020-06-07,Defaite
974,42,22,2021-01-11,Defaite
975,21,22,2022-06-23,Victoire
976,40,22,2021-08-04,Defaite
977,74,22,2021-05-22,Defaite
978,71,22,2022-05-26,Defaite
979,43,22,2020-12-12,Victoire
980,12,22,2022-10-17,Victoire
981,75,22,2023-01-07,Defaite
982,73,22,2022-01-31,Defaite
983,2,22,2023-12-28,Defaite
984,68,22,2020-01-11,Defaite
985,1,22,2021-05-11,Defaite
986,52,22,2022-03-07,Defaite
987,18,22,2023-08-21,Defaite
988,28,22,2022-06-29,Defaite
989,23,22,2022-02-03,Defaite
990,3,22,2020-01-24,Defaite
991,55,22,2019-01-30,Victoire
992,16,22,2021-02-20,Victoire
993,45,22,2019-08-31,Defaite
994,72,22,2019-10-22,Victoire
995,78,22,2019-01-27,Victoire
996,58,22,2024-07-16,Defaite
997,25,22,2024-02-12,Victoire
998,56,22,2019-07-03,Defaite
999,66,22,2020-05-02,Defaite
1000,41,22,2024-05-21,Defaite
1001,36,23,2021-08-30,Victoire
1002,52,23,2021-08-28,Defaite
1003,29,23,2019-11-09,Victoire
1004,19,23,2020-11-19,Defaite
1005,77,23,2024-03-27,Defaite
1006,41,23,2019-01-06,Victoire
1007,31,23,2023-06-11,Defaite
1008,72,23,2020-03-16,Defaite
1009,40,23,2021-03-28,Defaite
1010,22,23,2020-06-01,Victoire
1011,35,23,2021-07-31,Defaite
1012,42,23,2020-11-10,Victoire
1013,75,23,2021-10-22,Defaite
1014,57,23,2024-08-01,Victoire
1015,26,23,2023-02-07,Defaite
1016,14,23,2022-04-06,Defaite
1017,17,23,2023-03-30,Victoire
1018,21,23,2020-06-09,Defaite
1019,79,23,2023-08-25,Victoire
1020,24,24,2023-08-13,Victoire
1021,55,24,2023-03-12,Victoire
1022,38,24,2021-11-26,Defaite
1023,6,24,2019-12-01,Defaite
1024,59,24,2022-07-23,Victoire
1025,48,24,2021-05-25,Defaite
1026,66,24,2022-04-28,Defaite
1027,69,24,2024-05-11,Victoire
1028,45,24,2023-12-25,Defaite
1029,44,24,2021-01-11,Victoire
1030,71,24,2022-07-16,Victoire
1031,42,24,2021-07-16,Defaite
1032,73,24,2022-12-26,Victoire
1033,52,24,2021-07-01,Victoire
1034,63,24,2020-01-05,Victoire
1035,17,24,2022-09-13,Defaite
1036,31,24,2022-07-21,Defaite
1037,23,24,2020-09-19,Victoire
1038,76,24,2020-03-02,Defaite
1039,62,24,2022-10-02,Defaite
1040,57,24,2023-04-13,Defaite
1041,2,24,2023-08-25,Victoire
1042,19,24,2023-10-29,Defaite
1043,32,25,2022-03-03,Defaite
1044,68,25,2024-08-08,Victoire
1045,53,25,2021-12-11,Victoire
1046,10,25,2024-02-10,Victoire
1047,9,25,2022-07-26,Defaite
1048,39,25,2024-03-09,Defaite
1049,24,25,2019-07-04,Defaite
1050,31,25,2023-12-10,Victoire
1051,72,25,2021-02-13,Defaite
1052,58,25,2021-12-16,Victoire
1053,77,25,2020-05-12,Victoire
1054,65,25,2019-04-13,Defaite
1055,12,25,2024-09-13,Defaite
1056,25,25,2020-11-27,Victoire
1057,50,25,2022-02-27,Defaite
1058,33,25,2019-05-03,Victoire
1059,71,25,2024-03-09,Victoire
1060,51,25,2023-05-04,Victoire
1061,56,25,2020-12-23,Victoire
1062,44,25,2022-04-17,Defaite
1063,69,25,2024-02-19,Victoire
1064,23,25,2019-03-05,Defaite
1065,45,25,2020-11-01,Victoire
1066,6,25,2024-05-20,Victoire
1067,52,25,2024-06-02,Victoire
1068,19,25,2020-08-10,Victoire
1069,5,25,2020-09-06,Victoire
1070,42,25,2023-01-01,Victoire
1071,55,25,2019-03-17,Defaite
1072,75,25,2022-01-14,Victoire
1073,8,25,2019-08-28,Defaite
1074,80,25,2024-05-25,Defaite
1075,38,25,2023-02-14,Defaite
1076,48,25,2024-01-22,Victoire
1077,20,25,2024-07-10,Defaite
1078,43,25,2024-08-09,Defaite
1079,59,25,2021-05-20,Victoire
1080,46,25,2024-03-04,Victoire
1081,17,25,2021-10-09,Defaite
1082,79,25,2022-08-15,Defaite
1083,47,25,2023-03-16,Defaite
1084,49,25,2022-06-23,Defaite
1085,2,25,2021-09-03,Victoire
1086,40,25,2019-06-06,Defaite
1087,15,25,2023-02-24,Victoire
1088,1,25,2024-01-11,Victoire
1089,73,25,2021-11-12,Defaite
1090,70,25,2021-05-14,Defaite
1091,66,25,2022-12-21,Victoire
1092,35,25,2019-09-12,Defaite
1093,14,25,2024-04-04,Defaite
1094,61,25,2024-05-15,Defaite
1095,28,25,2024-02-28,Defaite
1096,76,25,2020-05-19,Defaite
1097,3,25,2022-01-18,Victoire
1098,78,25,2021-04-02,Victoire
1099,30,25,2023-02-16,Victoire
1100,25,26,2021-03-13,Defaite
1101,39,26,2019-01-05,Victoire
1102,59,26,2021-01-25,Victoire
1103,30,26,2021-04-01,Victoire
1104,69,26,2021-06-19,Victoire
1105,11,26,2021-08-05,Defaite
1106,65,26,2023-09-01,Defaite
1107,36,26,2020-02-11,Defaite
1108,21,26,2019-07-18,Defaite
1109,23,26,2023-04-17,Victoire
1110,48,26,2023-11-01,Victoire
1111,28,26,2024-07-26,Victoire
1112,10,26,2021-09-02,Victoire
1113,19,26,2020-09-07,Victoire
1114,29,26,2020-12-26,Defaite
1115,27,26,2020-02-09,Victoire
1116,27,27,2023-11-20,Victoire
1117,73,27,2022-06-03,Victoire
1118,5,27,2020-08-27,Defaite
1119,14,27,2023-04-09,Victoire
1120,35,27,2020-07-30,Defaite
1121,72,27,2020-03-30,Defaite
1122,12,27,2023-02-27,Defaite
1123,13,27,2021-09-13,Defaite
1124,58,27,2024-08-07,Defaite
1125,28,27,2020-11-01,Defaite
1126,79,27,2020-07-15,Victoire
1127,57,27,2022-09-17,Defaite
1128,59,27,2021-12-15,Victoire
1129,56,27,2019-01-12,Defaite
1130,33,27,2021-04-03,Defaite
1131,64,27,2021-09-30,Defaite
1132,49,27,2020-04-20,Defaite
1133,41,27,2019-07-08,Defaite
1134,61,27,2019-11-30,Victoire
1135,65,27,2019-06-07,Defaite
1136,9,28,2019-03-01,Victoire
1137,48,28,2024-04-07,Defaite
1138,4,28,2019-01-22,Defaite
1139,49,28,2021-07-12,Defaite
1140,36,28,2023-09-12,Victoire
1141,8,28,2024-03-16,Defaite
1142,11,28,2020-02-11,Defaite
1143,17,28,2022-06-13,Victoire
1144,37,28,2023-04-17,Defaite
1145,65,28,2021-11-02,Defaite
1146,57,28,2021-07-08,Defaite
1147,41,28,2020-05-28,Defaite
1148,12,28,2019-06-29,Defaite
1149,1,28,2023-05-10,Victoire
1150,74,28,2021-08-18,Defaite
1151,46,28,2019-08-05,Defaite
1152,27,28,2020-07-30,Victoire
1153,2,28,2023-12-09,Victoire
1154,78,28,2023-08-22,Defaite
1155,26,28,2021-01-31,Victoire
1156,39,28,2019-12-08,Defaite
1157,18,28,2020-08-16,Victoire
1158,79,28,2019-05-05,Victoire
1159,60,28,2020-04-20,Victoire
1160,13,28,2020-06-09,Defaite
1161,76,28,2023-09-06,Defaite
1162,20,28,2022-05-06,Defaite
1163,51,28,2022-11-13,Victoire
1164,35,28,2024-01-07,Defaite
1165,55,28,2021-04-07,Defaite
1166,21,28,2020-10-03,Defaite
1167,15,28,2021-12-22,Victoire
1168,68,28,2022-09-11,Victoire
1169,75,28,2023-06-21,Defaite
1170,24,28,2024-07-17,Victoire
1171,71,28,2021-08-02,Victoire
1172,67,28,2020-10-22,Victoire
1173,29,28,2022-01-14,Victoire
1174,19,28,2023-04-20,Defaite
1175,30,28,2021-09-28,Defaite
1176,28,28,2023-12-15,Defaite
1177,45,28,2024-05-08,Victoire
1178,54,28,2021-07-03,Victoire
1179,10,28,2024-09-08,Defaite
1180,33,28,2021-10-09,Defaite
1181,31,28,2020-09-02,Victoire
1182,47,28,2021-05-04,Victoire
1183,22,28,2021-06-09,Victoire
1184,69,28,2019-09-10,Victoire
1185,14,28,2022-03-06,Defaite
1186,72,28,2022-11-25,Victoire
1187,50,28,2019-08-01,Victoire
1188,38,28,2023-02-27,Defaite
1189,80,28,2023-07-27,Defaite
1190,6,28,2021-01-22,Victoire
1191,34,28,2019-11-18,Defaite
1192,59,28,2019-01-21,Defaite
1193,58,28,2021-12-22,Defaite
1194,5,28,2019-01-12,Defaite
1195,7,28,2020-11-16,Defaite
1196,56,29,2020-05-23,Defaite
1197,47,29,2022-10-09,Victoire
1198,12,29,2021-06-01,Victoire
1199,40,29,2021-06-02,Defaite
1200,51,29,2023-06-29,Defaite
1201,35,29,2024-06-15,Defaite
1202,60,29,2021-06-08,Victoire
1203,68,29,2020-01-08,Defaite
1204,61,29,2021-06-09,Defaite
1205,17,29,2021-09-18,Defaite
1206,31,29,2024-05-19,Defaite
1207,24,29,2023-05-02,Defaite
1208,8,29,2020-07-11,Victoire
1209,25,29,2021-11-19,Victoire
1210,75,29,2022-04-12,Victoire
1211,59,29,2023-10-05,Defaite
1212,21,29,2019-04-13,Defaite
1213,62,29,2020-12-05,Victoire
1214,26,29,2023-09-23,Victoire
1215,45,29,2023-10-08,Defaite
1216,22,29,2024-03-28,Defaite
1217,54,29,2019-12-04,Defaite
1218,65,29,2019-11-30,Victoire
1219,46,29,2022-07-04,Victoire
1220,76,29,2023-10-03,Victoire
1221,49,29,2023-02-17,Defaite
1222,11,29,2023-07-31,Victoire
1223,23,29,2020-05-10,Victoire
1224,67,29,2022-12-04,Defaite
1225,14,29,2020-03-15,Victoire
1226,79,29,2022-04-23,Defaite
1227,27,29,2024-07-04,Defaite
1228,9,29,2022-08-17,Victoire
1229,44,29,2024-05-03,Defaite
1230,36,29,2021-04-30,Defaite
1231,77,29,2021-01-17,Defaite
1232,3,29,2020-02-25,Defaite
1233,20,29,2021-08-19,Victoire
1234,32,29,2024-06-15,Victoire
1235,1,29,2024-08-14,Victoire
1236,69,29,2019-02-07,Defaite
1237,50,29,2021-08-08,Victoire
1238,52,29,2022-05-08,Defaite
1239,2,29,2023-12-25,Defaite
1240,57,29,2024-06-03,Defaite
1241,55,29,2024-07-29,Victoire
1242,5,29,2024-04-29,Defaite
1243,41,29,2021-11-30,Defaite
1244,16,29,2021-12-28,Victoire
1245,58,29,2023-08-09,Defaite
1246,4,29,2019-07-06,Defaite
1247,18,29,2024-08-05,Defaite
1248,63,29,2024-01-18,Defaite
1249,38,29,2019-06-20,Victoire
1250,78,29,2019-11-11,Defaite
1251,39,29,2022-06-22,Victoire
1252,15,29,2020-08-27,Defaite
1253,66,29,2023-12-17,Defaite
1254,70,29,2019-01-20,Victoire
1255,43,29,2021-08-12,Victoire
1256,80,29,2021-10-17,Victoire
1257,7,29,2020-03-17,Victoire
1258,71,29,2019-11-24,Defaite
1259,34,29,2021-09-08,Victoire
1260,74,29,2021-08-13,Victoire
1261,72,29,2020-03-15,Defaite
1262,6,29,2024-03-27,Victoire
1263,64,29,2021-08-17,Defaite
1264,33,29,2022-12-04,Defaite
1265,29,29,2024-07-10,Victoire
1266,73,29,2022-06-08,Victoire
1267,30,29,2022-03-15,Victoire
1268,7,30,2019-02-25,Victoire
1269,58,30,2019-08-18,Defaite
1270,12,30,2022-09-08,Victoire
1271,18,30,2022-11-01,Victoire
1272,74,30,2022-06-23,Victoire
1273,2,30,2023-02-24,Victoire
1274,15,30,2022-02-11,Victoire
1275,64,30,2024-07-27,Defaite
1276,24,30,2019-11-30,Defaite
1277,52,30,2021-03-01,Victoire
1278,78,30,2023-06-03,Defaite
1279,43,30,2022-06-26,Defaite
1280,67,30,2021-12-08,Victoire
1281,80,30,2022-09-28,Defaite
1282,45,30,2021-09-19,Defaite
1283,70,30,2021-02-21,Defaite
1284,8,30,2020-10-26,Victoire
1285,25,30,2023-05-17,Victoire
1286,20,30,2021-05-01,Victoire
1287,14,30,2019-12-08,Defaite
1288,26,30,2020-09-17,Defaite
1289,16,30,2021-06-27,Victoire
1290,40,30,2019-09-26,Victoire
1291,72,30,2021-08-04,Victoire
1292,75,30,2019-03-30,Defaite
1293,22,30,2019-12-19,Victoire
1294,34,30,2024-06-01,Victoire
1295,23,30,2022-08-01,Victoire
1296,30,30,2019-02-06,Victoire
1297,44,30,2021-08-19,Defaite
1298,54,30,2022-03-15,Defaite
1299,63,30,2022-07-17,Victoire
1300,6,30,2021-11-20,Victoire
1301,60,30,2023-12-30,Victoire
1302,65,30,2019-03-21,Victoire
1303,69,30,2023-01-09,Defaite
1304,10,30,2023-12-16,Victoire
1305,48,30,2020-08-12,Victoire
1306,50,30,2019-03-13,Defaite
1307,55,30,2021-02-22,Defaite
1308,41,30,2023-02-25,Defaite
1309,49,30,2020-11-04,Victoire
1310,13,30,2022-03-23,Defaite
1311,4,30,2019-03-08,Defaite
1312,59,30,2019-10-17,Defaite
1313,68,30,2024-08-09,Victoire
1314,35,30,2024-07-06,Victoire
1315,17,30,2020-02-07,Victoire
1316,3,30,2023-09-11,Victoire
1317,32,30,2022-03-09,Defaite
1318,42,30,2022-04-07,Defaite
1319,47,30,2021-02-12,Defaite
1320,51,30,2023-01-05,Victoire
1321,77,30,2021-12-29,Defaite
1322,39,30,2023-04-15,Victoire
1323,19,30,2022-03-31,Victoire
1324,48,31,2022-05-30,Defaite
1325,2,31,2024-01-09,Defaite
1326,12,31,2024-02-14,Victoire
1327,9,31,2020-12-08,Defaite
1328,10,31,2023-11-26,Victoire
1329,37,31,2019-10-23,Defaite
1330,22,31,2022-04-20,Victoire
1331,42,31,2019-08-11,Victoire
1332,35,31,2019-01-03,Victoire
1333,73,31,2019-02-24,Defaite
1334,50,31,2020-02-10,Defaite
1335,55,31,2021-09-27,Victoire
1336,69,31,2022-08-02,Defaite
1337,34,31,2023-01-08,Defaite
1338,27,31,2019-08-31,Defaite
1339,6,31,2023-01-27,Defaite
1340,20,31,2019-08-25,Victoire
1341,58,31,2024-07-13,Defaite
1342,33,31,2020-05-09,Victoire
1343,76,31,2022-01-12,Victoire
1344,41,31,2023-12-10,Defaite
1345,71,31,2020-11-25,Defaite
1346,26,31,2022-06-11,Victoire
1347,28,31,2024-06-27,Victoire
1348,53,31,2022-01-01,Victoire
1349,54,31,2024-06-19,Defaite
1350,66,31,2023-04-24,Victoire
1351,23,31,2019-07-13,Victoire
1352,21,31,2022-02-19,Defaite
1353,3,31,2022-06-14,Defaite
1354,40,31,2022-08-15,Victoire
1355,11,31,2020-05-28,Defaite
1356,80,31,2023-05-13,Defaite
1357,47,31,2021-12-12,Defaite
1358,60,31,2023-05-02,Defaite
1359,67,31,2020-09-12,Defaite
1360,63,31,2020-08-30,Victoire
1361,25,31,2023-10-05,Victoire
1362,77,31,2023-11-03,Defaite
1363,16,31,2020-06-02,Victoire
1364,51,31,2019-10-03,Defaite
1365,14,31,2020-12-29,Defaite
1366,79,31,2022-08-18,Victoire
1367,43,31,2023-05-14,Defaite
1368,29,31,2024-08-12,Victoire
1369,4,31,2019-09-16,Defaite
1370,68,31,2019-12-31,Defaite
1371,74,31,2024-06-27,Defaite
1372,57,31,2022-02-07,Defaite
1373,64,31,2020-07-02,Victoire
1374,59,31,2019-07-06,Defaite
1375,52,31,2020-06-06,Victoire
1376,31,32,2021-03-24,Victoire
1377,29,32,2019-10-26,Victoire
1378,58,32,2020-10-20,Defaite
1379,62,32,2020-04-13,Victoire
1380,41,32,2024-02-28,Defaite
1381,69,32,2019-12-20,Victoire
1382,67,32,2020-03-19,Victoire
1383,70,32,2023-08-09,Victoire
1384,54,32,2019-05-24,Defaite
1385,49,32,2022-07-22,Defaite
1386,66,32,2019-09-13,Victoire
1387,8,32,2023-11-25,Defaite
1388,78,32,2022-11-28,Defaite
1389,39,32,2024-02-26,Defaite
1390,38,32,2022-07-10,Defaite
1391,33,32,2023-09-24,Defaite
1392,1,32,2022-08-17,Defaite
1393,28,32,2020-06-11,Defaite
1394,32,32,2019-07-24,Defaite
1395,57,32,2019-07-05,Defaite
1396,26,33,2022-04-06,Defaite
1397,76,33,2019-11-22,Defaite
1398,15,33,2022-09-16,Victoire
1399,17,33,2021-02-11,Victoire
1400,37,33,2023-07-14,Victoire
1401,41,33,2023-08-03,Defaite
1402,9,33,2022-10-02,Defaite
1403,57,33,2020-08-28,Defaite
1404,53,33,2022-08-04,Defaite
1405,19,33,2023-12-30,Victoire
1406,14,33,2023-05-10,Defaite
1407,33,33,2021-07-25,Victoire
1408,62,33,2021-05-12,Defaite
1409,77,33,2020-03-07,Defaite
1410,18,33,2022-12-07,Victoire
1411,69,33,2023-05-11,Defaite
1412,11,33,2020-12-03,Victoire
1413,2,33,2021-06-25,Defaite
1414,34,33,2019-05-26,Victoire
1415,13,33,2022-04-07,Defaite
1416,27,33,2024-02-21,Defaite
1417,61,33,2019-03-14,Defaite
1418,16,33,2019-12-05,Defaite
1419,79,33,2024-04-03,Defaite
1420,32,33,2022-03-19,Defaite
1421,46,33,2023-07-29,Victoire
1422,42,33,2020-07-25,Victoire
1423,70,33,2023-08-21,Victoire
1424,1,33,2023-10-28,Defaite
1425,60,33,2019-01-19,Victoire
1426,66,33,2022-09-30,Victoire
1427,54,33,2022-11-12,Victoire
1428,12,33,2024-01-01,Defaite
1429,4,33,2023-08-28,Victoire
1430,80,33,2024-02-17,Defaite
1431,35,33,2022-10-03,Victoire
1432,64,33,2023-03-03,Victoire
1433,44,33,2023-05-18,Defaite
1434,68,33,2023-02-15,Defaite
1435,23,33,2023-02-14,Defaite
1436,25,33,2022-01-09,Defaite
1437,63,33,2020-04-04,Victoire
1438,21,33,2022-12-30,Defaite
1439,52,33,2024-03-28,Defaite
1440,20,33,2020-12-05,Victoire
1441,38,33,2020-04-22,Defaite
1442,8,33,2024-08-31,Victoire
1443,59,33,2022-03-16,Defaite
1444,10,33,2022-01-18,Defaite
1445,71,33,2022-04-06,Defaite
1446,78,33,2022-12-09,Defaite
1447,22,33,2022-11-03,Defaite
1448,72,33,2022-08-30,Victoire
1449,37,34,2023-10-19,Victoire
1450,58,34,2022-11-19,Defaite
1451,14,34,2021-04-20,Defaite
1452,73,34,2023-09-18,Victoire
1453,40,34,2022-09-23,Victoire
1454,80,34,2023-09-26,Defaite
1455,76,34,2020-11-01,Victoire
1456,2,34,2022-11-14,Defaite
1457,49,34,2019-09-29,Victoire
1458,67,34,2023-05-11,Defaite
1459,71,34,2022-09-05,Victoire
1460,18,34,2019-11-28,Defaite
1461,19,34,2024-05-01,Defaite
1462,44,34,2024-07-24,Defaite
1463,61,34,2022-05-13,Victoire
1464,41,34,2020-11-03,Defaite
1465,20,34,2023-09-17,Defaite
1466,42,34,2021-12-14,Victoire
1467,13,34,2019-09-14,Victoire
1468,22,34,2022-01-09,Defaite
1469,32,34,2023-10-14,Victoire
1470,50,34,2023-04-20,Defaite
1471,7,34,2022-06-18,Victoire
1472,31,34,2024-02-14,Defaite
1473,52,34,2024-01-16,Defaite
1474,9,34,2019-03-04,Victoire
1475,39,34,2022-09-26,Victoire
1476,36,34,2019-06-02,Victoire
1477,59,34,2019-08-21,Victoire
1478,33,34,2023-01-12,Victoire
1479,43,34,2021-04-05,Victoire
1480,26,34,2022-10-04,Victoire
1481,29,34,2021-05-18,Victoire
1482,5,34,2019-12-06,Victoire
1483,68,34,2024-01-09,Defaite
1484,72,34,2019-06-15,Victoire
1485,48,34,2022-06-16,Defaite
1486,78,34,2024-02-18,Victoire
1487,20,35,2019-01-18,Victoire
1488,60,35,2019-05-12,Defaite
1489,75,35,2020-12-31,Victoire
1490,13,35,2022-10-12,Victoire
1491,51,35,2023-07-31,Defaite
1492,22,35,2023-11-08,Defaite
1493,39,35,2021-03-04,Victoire
1494,46,35,2021-12-29,Defaite
1495,47,35,2024-01-16,Defaite
1496,68,35,2019-08-13,Victoire
1497,24,35,2024-02-19,Victoire
1498,19,35,2023-05-18,Victoire
1499,23,35,2019-12-01,Defaite
1500,2,36,2019-09-19,Defaite
1501,26,36,2022-09-20,Victoire
1502,57,36,2020-09-25,Defaite
1503,69,36,2023-04-04,Victoire
1504,45,36,2021-09-29,Defaite
1505,38,36,2019-12-15,Defaite
1506,5,36,2020-07-17,Defaite
1507,79,36,2021-03-10,Defaite
1508,74,36,2020-01-05,Defaite
1509,25,36,2023-12-30,Victoire
1510,36,36,2024-01-05,Defaite
1511,68,36,2019-01-07,Victoire
1512,3,36,2022-07-27,Defaite
1513,58,36,2020-09-08,Victoire
1514,39,36,2024-01-25,Defaite
1515,17,36,2020-12-25,Victoire
1516,61,36,2023-11-29,Victoire
1517,67,36,2023-04-27,Victoire
1518,66,36,2019-04-09,Defaite
1519,21,36,2023-09-02,Defaite
1520,71,36,2021-04-26,Defaite
1521,30,36,2024-05-05,Defaite
1522,53,36,2019-08-20,Victoire
