id,id_objet,id_dresseur,quantite
4590,446,8,4
4591,663,8,10
4592,830,8,4
4593,524,8,3
4594,699,8,8
4595,827,8,6
4596,58,8,2
4597,1174,8,9
4598,1185,8,4
4599,445,8,2
4600,31,8,7
4601,767,8,8
4602,177,8,7
4603,688,8,6
4604,612,8,7
4605,248,8,6
4606,449,8,1
4607,483,8,4
4608,239,8,10
4609,396,8,8
4610,38,8,8
4611,382,8,7
4612,320,8,6
4613,814,8,8
4614,273,8,1
4615,884,8,1
4616,756,8,1
4617,914,8,2
4618,757,8,6
4619,158,8,8
4620,163,8,6
4621,49,8,10
4622,300,8,5
4623,718,8,3
4624,206,8,5
4625,1147,8,9
4626,1173,8,6
4627,410,8,7
4628,425,8,2
4629,515,8,10
4630,576,8,2
4631,977,8,7
4632,1175,8,2
4633,11,8,8
4634,110,8,8
4635,584,8,4
4636,1256,8,7
4637,263,8,2
4638,6,8,9
4639,932,8,9
4640,326,8,5
4641,904,8,8
4642,646,8,7
4643,927,8,9
4644,324,8,1
4645,609,8,2
4646,331,8,4
4647,342,8,7
4648,73,8,1
4649,415,8,1
4650,208,8,7
4651,85,8,8
4652,226,8,6
4653,821,8,8
4654,292,8,10
4655,8,8,4
4656,1250,8,9
4657,337,8,1
4658,64,8,5
4659,1077,8,2
4660,393,8,9
4661,616,8,3
4662,215,8,3
4663,851,8,10
4664,1223,8,7
4665,775,8,9
4666,60,8,6
4667,650,8,9
4668,91,8,7
4669,706,8,1
4670,583,8,2
4671,662,8,1
4672,15,8,4
4673,752,8,5
4674,83,8,2
4675,302,8,2
4676,1138,8,2
4677,157,8,10
4678,271,8,6
4679,625,8,4
4680,1158,8,5
4681,740,8,4
4682,1202,8,2
4683,1261,8,4
4684,733,8,1
4685,603,8,6
4686,1217,8,8
4687,434,8,7
4688,27,8,2
4689,1121,8,7
4690,457,8,10
4691,550,8,9
4692,333,8,4
4693,468,8,1
4694,25,8,6
4695,4,8,2
4696,192,8,6
4697,355,8,5
4698,304,8,10
4699,738,8,4
4700,13,8,5
4701,1086,8,3
4702,154,8,5
4703,561,8,2
4704,474,8,5
4705,681,8,8
4706,607,8,4
4707,548,8,8
4708,168,8,3
4709,365,8,8
4710,952,8,9
4711,178,8,2
4712,470,8,2
4713,386,8,5
4714,485,8,3
4715,1089,8,5
4716,816,8,2
4717,1161,8,8
4718,725,8,8
4719,1100,8,10
4720,234,8,10
4721,1259,8,7
4722,220,8,5
4723,1220,8,1
4724,619,8,10
4725,200,8,1
4726,743,8,6
4727,948,8,6
4728,491,8,8
4729,1269,8,7
4730,596,8,4
4731,1203,8,8
4732,1192,8,1
4733,634,8,8
4734,346,8,1
4735,632,8,10
4736,405,8,6
4737,352,8,4
4738,214,8,2
4739,428,8,3
4740,1144,8,5
4741,532,8,7
4742,658,8,7
4743,855,8,10
4744,16,8,10
4745,555,8,10
4746,63,8,9
4747,422,8,5
4748,1206,8,10
4749,594,8,9
4750,68,8,9
4751,643,8,6
4752,432,8,1
4753,462,8,5
4754,1080,8,6
4755,50,8,7
4756,1153,8,2
4757,512,8,5
4758,363,8,1
4759,233,8,10
4760,221,8,10
4761,353,8,5
4762,90,8,10
4763,553,8,4
4764,193,8,3
4765,418,8,10
4766,265,8,8
4767,119,8,1
4768,1218,8,10
4769,116,8,10
4770,597,8,9
4771,461,8,1
4772,207,8,5
4773,360,8,9
4774,964,8,6
4775,280,8,3
4776,175,8,2
4777,496,8,7
4778,1167,8,10
4779,99,8,1
4780,278,8,7
4781,30,8,8
4782,666,8,8
4783,1219,8,4
4784,196,8,3
4785,572,8,8
4786,229,8,1
4787,12,8,9
4788,377,8,7
4789,366,8,2
4790,489,8,2
4791,1110,8,3
4792,728,8,2
4793,45,8,10
4794,335,8,5
4795,573,8,8
4796,1265,8,7
4797,162,8,3
4798,387,8,5
4799,1097,8,9
4800,160,8,4
4801,704,8,10
4802,590,8,6
4803,1248,8,6
4804,311,8,8
4805,705,8,6
4806,51,8,10
4807,586,8,3
4808,452,8,10
4809,240,8,5
4810,1187,8,5
4811,826,8,9
4812,627,8,4
4813,306,8,7
4814,763,8,6
4815,371,8,9
4816,344,8,7
4817,303,8,2
4818,509,8,7
4819,134,8,4
4820,772,8,10
4821,957,8,2
4822,218,8,7
4823,107,8,6
4824,1233,8,6
4825,108,8,3
4826,479,8,8
4827,676,8,8
4828,159,8,4
4829,883,8,2
4830,556,8,9
4831,251,8,6
4832,600,8,8
4833,724,8,6
4834,954,8,4
4835,742,8,1
4836,1094,8,2
4837,1260,8,3
4838,429,8,6
4839,1149,8,10
4840,469,8,6
4841,638,8,4
4842,104,8,7
4843,853,8,10
4844,42,8,9
4845,700,8,3
4846,287,8,2
4847,174,8,2
4848,430,9,4
4849,230,9,1
4850,1252,9,10
4851,474,9,9
4852,434,9,10
4853,1244,9,2
4854,521,9,1
4855,810,9,2
4856,237,9,9
4857,712,9,10
4858,437,9,3
4859,383,9,8
4860,580,9,7
4861,704,9,5
4862,293,9,4
4863,578,9,4
4864,83,9,2
4865,332,9,9
4866,1139,9,7
4867,1153,9,4
4868,1278,9,7
4869,445,9,2
4870,685,9,2
4871,452,9,1
4872,738,9,4
4873,382,9,6
4874,538,9,8
4875,602,9,1
4876,818,9,9
4877,108,9,10
4878,572,9,1
4879,825,9,3
4880,73,9,5
4881,753,9,1
4882,1175,9,7
4883,1104,9,3
4884,151,9,9
4885,1080,9,8
4886,423,9,8
4887,937,9,4
4888,296,9,1
4889,1134,9,7
4890,309,9,7
4891,1115,9,3
4892,50,9,7
4893,31,9,4
4894,211,9,5
4895,607,9,8
4896,1141,9,7
4897,315,9,8
4898,235,9,5
4899,1238,9,9
4900,479,9,1
4901,697,9,3
4902,367,9,3
4903,174,9,9
4904,615,9,8
4905,300,9,6
4906,539,9,6
4907,812,9,1
4908,355,9,8
4909,232,9,9
4910,214,9,6
4911,649,9,8
4912,1088,9,8
4913,33,9,5
4914,593,9,2
4915,917,9,2
4916,819,9,1
4917,598,9,6
4918,1144,9,10
4919,454,9,2
4920,343,9,4
4921,270,9,6
4922,66,9,4
4923,714,9,10
4924,643,9,8
4925,346,9,3
4926,688,9,6
4927,43,9,10
4928,65,9,8
4929,528,9,7
4930,395,9,10
4931,460,9,10
4932,757,9,3
4933,1157,9,8
4934,275,9,10
4935,1215,9,10
4936,936,9,1
4937,518,9,7
4938,1203,9,9
4939,829,9,5
4940,724,9,7
4941,59,9,3
4942,525,9,8
4943,61,9,7
4944,728,9,3
4945,734,9,6
4946,1124,9,8
4947,1196,9,4
4948,941,9,6
4949,37,9,8
4950,267,9,7
4951,841,9,7
4952,817,9,4
4953,1178,9,6
4954,212,9,2
4955,691,9,6
4956,68,9,1
4957,1185,9,8
4958,1092,9,5
4959,909,9,6
4960,48,9,7
4961,768,9,8
4962,76,9,1
4963,91,9,3
4964,1163,9,1
4965,75,9,6
4966,228,9,5
4967,973,9,9
4968,272,9,1
4969,364,9,6
4970,150,9,5
4971,585,9,8
4972,166,9,4
4973,175,9,3
4974,508,9,10
4975,596,9,10
4976,253,9,8
4977,715,9,6
4978,920,9,5
4979,225,9,2
4980,701,9,1
4981,725,9,4
4982,730,9,8
4983,737,9,7
4984,191,9,4
4985,217,9,1
4986,611,9,1
4987,313,9,2
4988,589,9,7
4989,595,9,5
4990,1267,9,6
4991,740,9,2
4992,620,9,6
4993,650,9,5
4994,743,9,3
4995,907,9,8
4996,439,9,3
4997,497,9,8
4998,409,9,10
4999,1155,9,8
5000,312,9,3
5001,384,9,9
5002,853,9,3
5003,511,9,2
5004,808,9,8
5005,171,9,3
5006,371,9,6
5007,970,9,5
5008,700,9,3
5009,92,9,1
5010,45,9,10
5011,269,9,2
5012,1173,9,1
5013,470,9,2
5014,556,9,1
5015,564,9,7
5016,105,9,5
5017,1188,9,9
5018,338,9,6
5019,484,9,9
5020,1262,9,5
5021,932,9,10
5022,1170,9,4
5023,604,9,3
5024,1221,9,1
5025,562,9,5
5026,633,9,10
5027,449,9,4
5028,322,9,9
5029,635,9,3
5030,722,9,9
5031,1109,9,1
5032,626,9,9
5033,763,9,2
5034,58,9,2
5035,1099,9,2
5036,535,9,6
5037,373,9,9
5038,1106,9,4
5039,1207,9,9
5040,918,9,1
5041,88,9,6
5042,575,9,8
5043,1257,9,4
5044,362,9,5
5045,953,9,5
5046,62,9,6
5047,1228,9,2
5048,1159,9,4
5049,411,9,4
5050,221,9,9
5051,316,9,4
5052,875,9,3
5053,519,9,2
5054,1171,9,1
5055,1096,9,4
5056,576,9,2
5057,588,9,7
5058,1265,9,1
5059,684,9,10
5060,1231,9,2
5061,324,9,7
5062,1151,9,4
5063,662,9,5
5064,574,9,2
5065,404,9,4
5066,266,9,4
5067,377,9,1
5068,365,9,7
5069,348,9,8
5070,46,9,6
5071,72,9,10
5072,444,9,6
5073,752,9,3
5074,1077,9,6
5075,882,9,8
5076,1182,9,9
5077,957,9,9
5078,323,9,4
5079,1108,9,1
5080,1095,9,2
5081,708,9,6
5082,733,9,1
5083,1090,9,2
5084,299,9,2
5085,106,9,8
5086,331,9,6
5087,1204,9,9
5088,308,9,3
5089,288,9,10
5090,1147,9,4
5091,872,9,1
5092,1242,9,3
5093,499,9,2
5094,176,9,9
5095,366,9,1
5096,398,9,7
5097,557,9,6
5098,417,9,4
5099,713,9,3
5100,380,9,7
5101,678,9,4
5102,208,9,9
5103,1213,9,7
5104,1093,9,2
5105,732,9,1
5106,397,9,3
5107,1100,9,10
5108,199,9,1
5109,706,9,10
5110,845,9,4
5111,160,9,9
5112,828,9,10
5113,931,9,10
5114,552,9,7
5115,14,9,9
5116,531,9,6
5117,1216,9,4
5118,261,9,10
5119,443,9,7
5120,821,9,2
5121,1194,9,1
5122,204,9,1
5123,466,9,9
5124,1142,9,5
5125,25,9,2
5126,1181,9,4
5127,723,9,5
5128,251,9,5
5129,948,9,5
5130,400,9,7
5131,759,9,9
5132,403,9,1
5133,1129,9,3
5134,583,9,7
5135,773,9,1
5136,549,9,10
5137,769,9,2
5138,1165,9,3
5139,795,9,8
5140,12,9,8
5141,67,9,3
5142,506,9,8
5143,1137,9,7
5144,721,9,7
5145,1214,9,5
5146,586,9,8
5147,665,9,9
5148,94,9,10
5149,336,9,5
5150,89,9,6
5151,1254,9,10
5152,74,9,2
5153,394,9,8
5154,860,9,5
5155,530,9,2
5156,262,9,1
5157,849,9,4
5158,940,9,5
5159,831,9,6
5160,279,9,7
5161,1230,9,6
5162,213,9,9
5163,956,9,6
5164,520,9,5
5165,514,9,6
5166,1251,9,6
5167,4,9,2
5168,271,9,5
5169,418,9,4
5170,1206,9,10
5171,935,9,10
5172,951,9,1
5173,116,9,7
5174,958,9,10
5175,640,9,5
5176,765,9,4
5177,22,9,10
5178,203,9,10
5179,96,9,8
5180,612,9,8
5181,52,9,2
5182,491,9,3
5183,624,9,4
5184,1210,9,5
5185,424,9,10
5186,884,9,8
5187,693,9,5
5188,1177,9,9
5189,1143,9,8
5190,49,9,9
5191,1113,9,1
5192,1154,9,2
5193,1164,9,5
5194,231,9,10
5195,659,9,4
5196,26,9,4
5197,216,9,9
5198,334,9,9
5199,438,9,3
5200,1158,9,9
5201,464,9,9
5202,317,9,3
5203,451,9,6
5204,532,9,2
5205,718,9,5
5206,359,9,8
5207,319,9,4
5208,163,9,6
5209,916,9,6
5210,104,9,3
5211,601,9,1
5212,873,9,4
5213,241,9,1
5214,274,9,9
5215,414,9,5
5216,674,9,4
5217,238,9,7
5218,469,9,2
5219,543,9,1
5220,1161,9,9
5221,516,9,9
5222,292,9,8
5223,79,9,4
5224,179,9,2
5225,453,9,3
5226,493,9,7
5227,1264,9,5
5228,134,9,2
5229,911,9,1
5230,441,9,4
5231,159,9,6
5232,294,9,1
5233,465,9,4
5234,202,9,8
5235,447,9,3
5236,13,9,7
5237,34,9,5
5238,215,9,9
5239,561,9,4
5240,412,9,4
5241,735,9,6
5242,410,9,3
5243,222,9,2
5244,335,9,10
5245,1184,9,5
5246,158,9,1
5247,188,9,9
5248,946,9,2
5249,56,9,4
5250,485,9,9
5251,32,9,10
5252,950,9,5
5253,339,9,5
5254,657,9,9
5255,24,9,10
5256,613,9,3
5257,1105,9,5
5258,504,9,10
5259,51,9,8
5260,526,9,6
5261,209,9,1
5262,21,9,4
5263,581,9,8
5264,847,9,9
5265,762,9,2
5266,1224,9,1
5267,200,9,8
5268,1103,9,9
5269,86,9,9
5270,2,9,1
5271,542,9,1
5272,157,9,5
5273,156,9,3
5274,458,9,1
5275,387,9,1
5276,482,9,1
5277,599,9,10
5278,656,9,2
5279,285,9,1
5280,436,9,10
5281,914,9,9
5282,1176,9,5
5283,1126,9,8
5284,187,9,9
5285,619,9,7
5286,673,9,8
5287,478,9,3
5288,273,9,10
5289,284,9,3
5290,401,9,7
5291,523,9,5
5292,93,9,7
5293,824,9,6
5294,416,9,8
5295,1258,9,1
5296,341,9,1
5297,1232,9,4
5298,603,9,6
5299,830,9,7
5300,905,9,9
5301,906,9,2
5302,815,9,3
5303,554,9,6
5304,276,9,8
5305,843,9,6
5306,505,9,10
5307,553,9,6
5308,965,9,7
5309,117,9,5
5310,560,9,6
5311,39,9,9
5312,207,9,4
5313,1180,9,6
5314,962,9,6
5315,1219,9,2
5316,55,9,1
5317,413,9,2
5318,248,9,6
5319,53,9,3
5320,813,9,1
5321,577,9,2
5322,406,9,4
5323,638,9,6
5324,705,9,1
5325,592,9,10
5326,1192,9,7
5327,325,9,9
5328,446,9,7
5329,876,9,9
5330,1125,9,4
5331,502,9,3
5332,81,9,4
5333,1189,9,1
5334,833,9,2
5335,964,9,8
5336,405,9,3
5337,1148,9,4
5338,95,9,8
5339,1246,9,8
5340,70,9,10
5341,250,9,9
5342,605,9,10
5343,961,9,3
5344,80,9,10
5345,1250,9,3
5346,183,9,5
5347,358,9,3
5348,486,9,1
5349,448,9,8
5350,435,9,4
5351,770,9,1
5352,1135,9,10
5353,618,9,5
5354,1112,9,3
5355,161,9,8
5356,111,9,5
5357,929,9,1
5358,1127,9,7
5359,314,9,6
5360,851,9,6
5361,1249,9,8
5362,1248,9,6
5363,283,9,5
5364,265,9,5
5365,35,9,5
5366,170,9,8
5367,669,9,6
5368,440,9,8
5369,816,9,4
5370,883,9,5
5371,1179,9,1
5372,955,9,1
5373,428,9,6
5374,501,9,2
5375,1172,9,8
5376,462,9,6
5377,971,9,3
5378,699,9,9
5379,755,9,9
5380,834,9,10
5381,368,9,2
5382,429,9,7
5383,1256,9,1
5384,652,9,8
5385,846,9,2
5386,1084,9,1
5387,189,9,6
5388,623,9,6
5389,744,9,5
5390,881,9,9
5391,1122,9,10
5392,107,9,2
5393,545,9,1
5394,220,9,3
5395,168,9,4
5396,1118,9,4
5397,822,9,4
5398,162,9,2
5399,1241,9,3
5400,954,9,3
5401,239,9,4
5402,546,9,6
5403,64,9,7
5404,268,9,7
5405,477,9,7
5406,378,9,3
5407,855,9,9
5408,240,9,2
5409,977,9,5
5410,41,9,4
5411,329,9,4
5412,297,9,5
5413,77,9,10
5414,690,9,1
5415,205,9,8
5416,356,9,8
5417,512,9,10
5418,694,9,5
5419,1212,9,8
5420,391,9,5
5421,591,9,4
5422,689,9,10
5423,353,9,8
5424,967,9,8
5425,672,9,8
5426,797,9,2
5427,153,9,4
5428,1193,9,8
5429,666,9,1
5430,1222,9,4
5431,119,9,3
5432,1208,9,1
5433,223,9,3
5434,945,9,1
5435,154,9,5
5436,807,9,1
5437,40,9,7
5438,731,9,5
5439,667,9,2
5440,663,9,1
5441,1166,9,3
5442,680,9,8
5443,1190,9,3
5444,934,9,3
5445,1117,9,8
5446,527,9,9
5447,152,9,4
5448,681,9,2
5449,118,9,4
5450,590,9,8
5451,226,9,8
5452,1121,9,1
5453,258,9,3
5454,856,9,10
5455,340,9,6
5456,1245,9,6
5457,1201,9,9
5458,182,9,5
5459,1150,9,3
5460,337,9,4
5461,503,9,4
5462,541,9,7
5463,646,9,9
5464,185,9,3
5465,42,9,6
5466,774,9,1
5467,290,9,2
5468,820,9,3
5469,455,9,10
5470,616,9,2
5471,97,9,7
5472,301,9,3
5473,764,9,9
5474,392,9,1
5475,510,9,1
5476,644,9,1
5477,1167,9,8
5478,287,9,1
5479,617,9,4
5480,433,9,4
5481,741,9,3
5482,44,9,7
5483,351,9,1
5484,1089,9,6
5485,692,9,6
5486,814,9,9
5487,1200,9,3
5488,136,9,6
5489,385,9,5
5490,197,9,8
5491,1123,9,8
5492,90,9,4
5493,671,9,7
5494,1085,9,4
5495,1217,9,2
5496,370,9,2
5497,927,9,1
5498,178,9,3
5499,919,9,8
5500,461,9,4
5501,36,9,6
5502,1259,9,7
5503,349,9,7
5504,720,9,5
5505,534,9,2
5506,23,9,4
5507,1133,9,9
5508,1119,9,10
5509,224,9,7
5510,286,9,3
5511,98,9,9
5512,100,9,7
5513,1146,9,6
5514,396,9,7
5515,682,9,3
5516,1266,9,5
5517,852,9,6
5518,29,9,1
5519,1198,9,10
5520,1174,9,2
5521,11,9,1
5522,760,9,3
5523,302,9,9
5524,1138,9,4
5525,930,9,1
5526,1086,9,10
5527,758,9,7
5528,653,9,3
5529,952,9,9
5530,850,9,5
5531,38,9,1
5532,536,9,4
5533,1235,9,6
5534,326,9,5
5535,374,9,7
5536,318,9,2
5537,135,9,6
5538,1168,9,9
5539,579,9,8
5540,857,9,4
5541,1075,9,9
5542,695,9,7
5543,1130,9,2
5544,1202,9,2
5545,727,9,2
5546,609,9,5
5547,625,9,6
5548,726,9,8
5549,584,9,4
5550,181,9,10
5551,249,9,7
5552,1107,9,6
5553,28,9,3
5554,198,9,5
5555,1162,9,4
5556,529,9,6
5557,1233,9,6
5558,1199,9,6
5559,660,9,10
5560,1239,9,3
5561,277,9,3
5562,823,9,6
5563,854,9,1
5564,236,9,5
5565,184,9,5
5566,393,9,10
5567,227,9,6
5568,402,9,8
5569,369,9,8
5570,1169,9,2
5571,1120,9,3
5572,1247,9,6
5573,1191,9,4
5574,1114,9,3
5575,1211,9,1
5576,408,9,9
5577,389,9,2
5578,457,9,4
5579,687,9,2
5580,321,9,1
5581,880,9,8
5582,165,9,7
5583,192,9,8
5584,352,9,9
5585,282,9,7
5586,608,9,9
5587,110,9,4
5588,632,9,4
5589,1187,9,10
5590,490,9,3
5591,1229,9,4
5592,645,9,2
5593,963,9,10
5594,524,9,7
5595,109,9,3
5596,256,9,1
5597,975,9,4
5598,432,9,6
5599,683,9,6
5600,938,9,8
5601,1186,9,1
5602,676,9,6
5603,498,9,4
5604,826,9,4
5605,342,9,9
5606,719,9,5
5607,594,9,2
5608,1195,9,7
5609,522,9,7
5610,597,9,3
5611,1076,9,4
5612,942,9,6
5613,600,9,9
5614,379,9,7
5615,431,9,7
5616,772,9,7
5617,20,9,1
5618,8,9,2
5619,563,9,4
5620,912,9,9
5621,481,9,10
5622,180,9,10
5623,634,9,6
5624,492,9,10
5625,63,9,9
5626,1253,9,8
5627,278,9,3
5628,1218,9,7
5629,610,9,7
5630,1098,9,1
5631,263,9,3
5632,968,9,2
5633,517,9,6
5634,360,9,4
5635,103,9,9
5636,551,9,3
5637,167,9,10
5638,320,9,9
5639,811,9,3
5640,515,9,1
5641,78,9,3
5642,289,9,2
5643,69,9,7
5644,550,9,10
5645,959,9,2
5646,420,9,10
5647,513,9,3
5648,303,9,8
5649,1160,9,5
5650,1197,9,10
5651,60,9,5
5652,1243,9,9
5653,614,9,10
5654,3,9,10
5655,82,9,10
5656,1261,9,10
5657,677,9,4
5658,696,9,4
5659,1136,9,2
5660,407,9,3
5661,679,9,6
5662,1223,9,5
5663,172,9,10
5664,388,9,9
5665,333,9,4
5666,84,9,1
5667,30,9,6
5668,15,9,7
5669,629,9,7
5670,582,9,5
5671,844,9,10
5672,1156,9,3
5673,1227,9,10
5674,330,9,10
5675,976,9,7
5676,949,9,7
5677,1220,9,7
5678,547,9,10
5679,254,9,4
5680,112,9,9
5681,1236,9,3
5682,304,9,2
5683,442,9,10
5684,1269,9,3
5685,489,9,8
5686,243,9,2
5687,1091,9,4
5688,540,9,10
5689,57,9,5
5690,298,9,9
5691,972,9,9
5692,495,9,9
5693,311,9,9
5694,639,9,2
5695,1260,9,4
5696,219,9,1
5697,709,9,2
5698,99,9,5
5699,177,9,8
5700,1094,9,8
5701,483,9,2
5702,1111,9,2
5703,1097,9,2
5704,233,9,10
5705,255,9,4
5706,668,9,8
5707,1149,9,4
5708,10,9,4
5709,742,9,3
5710,1234,9,2
5711,1183,9,7
5712,218,9,1
5713,345,9,4
5714,347,9,3
5715,1237,9,6
5716,587,9,3
5717,1240,9,1
5718,630,9,2
5719,637,9,10
5720,1255,9,9
5721,1110,9,2
5722,904,9,2
5723,164,9,8
5724,654,9,6
5725,324,10,7
5726,575,10,5
5727,705,10,9
5728,1250,10,7
5729,268,10,3
5730,666,10,6
5731,228,10,3
5732,442,10,5
5733,195,10,10
5734,503,10,4
5735,1271,10,10
5736,458,10,5
5737,310,10,2
5738,773,10,4
5739,841,10,10
5740,510,10,6
5741,95,10,9
5742,969,10,8
5743,257,10,5
5744,1115,10,5
5745,368,10,1
5746,961,10,5
5747,1131,10,2
5748,15,10,3
5749,948,10,4
5750,1152,10,1
5751,1092,10,10
5752,217,10,6
5753,515,10,8
5754,1260,10,4
5755,876,10,6
5756,579,10,9
5757,227,10,7
5758,253,10,5
5759,858,10,8
5760,929,10,5
5761,448,10,9
5762,824,10,4
5763,845,10,6
5764,438,10,5
5765,470,10,8
5766,873,10,2
5767,910,10,3
5768,197,10,4
5769,1256,10,9
5770,882,10,2
5771,1244,10,8
5772,380,10,6
5773,719,10,6
5774,742,10,1
5775,109,10,10
5776,293,10,10
5777,672,10,4
5778,1185,10,5
5779,425,10,4
5780,502,10,4
5781,1197,10,6
5782,39,10,6
5783,552,10,3
5784,507,10,6
5785,1219,10,6
5786,550,10,2
5787,493,10,6
5788,610,10,1
5789,466,10,1
5790,678,10,5
5791,104,10,10
5792,591,10,6
5793,4,10,5
5794,11,10,5
5795,320,10,4
5796,306,10,3
5797,1080,10,4
5798,1188,10,7
5799,1215,10,3
5800,596,10,10
5801,1228,10,10
5802,957,10,3
5803,931,10,6
5804,327,10,6
5805,323,10,8
5806,817,10,3
5807,50,10,2
5808,1095,10,1
5809,819,10,3
5810,1190,10,4
5811,650,10,9
5812,45,10,6
5813,1172,10,5
5814,369,10,8
5815,20,10,8
5816,855,10,3
5817,615,10,2
5818,367,10,7
5819,487,10,6
5820,583,10,3
5821,968,10,8
5822,420,10,9
5823,913,10,7
5824,953,10,5
5825,592,10,8
5826,697,10,4
5827,1134,10,4
5828,14,10,7
5829,821,10,1
5830,421,10,5
5831,283,10,6
5832,414,10,7
5833,830,10,10
5834,601,10,10
5835,680,10,3
5836,1088,10,8
5837,158,10,9
5838,1269,10,1
5839,1121,10,1
5840,1229,10,4
5841,714,10,7
5842,599,10,4
5843,651,10,5
5844,971,10,2
5845,316,10,9
5846,814,10,5
5847,311,10,2
5848,767,10,10
5849,356,10,10
5850,240,10,2
5851,229,10,10
5852,406,10,10
5853,302,10,7
5854,501,10,10
5855,643,10,8
5856,633,10,2
5857,906,10,7
5858,52,10,1
5859,1234,10,4
5860,725,10,9
5861,607,10,1
5862,1200,10,9
5863,110,10,8
5864,620,10,7
5865,417,10,10
5866,472,10,4
5867,951,10,10
5868,954,10,10
5869,329,10,9
5870,960,10,10
5871,686,10,7
5872,118,10,2
5873,768,10,7
5874,69,10,10
5875,24,10,2
5876,344,10,7
5877,353,10,4
5878,564,10,4
5879,354,10,4
5880,237,10,4
5881,1169,10,9
5882,930,10,8
5883,336,10,1
5884,1225,10,9
5885,333,10,9
5886,881,10,5
5887,602,10,10
5888,937,10,5
5889,238,10,4
5890,1231,10,8
5891,351,10,5
5892,1211,10,6
5893,266,10,4
5894,1181,10,5
5895,16,10,7
5896,395,10,4
5897,506,10,2
5898,289,10,2
5899,549,10,5
5900,581,10,10
5901,152,10,1
5902,383,10,6
5903,1210,10,4
5904,626,10,9
5905,416,10,8
5906,256,10,2
5907,774,10,9
5908,111,10,7
5909,437,10,5
5910,959,10,3
5911,292,10,8
5912,25,10,6
5913,208,10,1
5914,23,10,8
5915,713,10,9
5916,359,10,8
5917,674,10,3
5918,102,10,7
5919,206,10,10
5920,481,10,3
5921,525,10,5
5922,682,10,2
5923,816,10,5
5924,170,10,2
5925,976,10,4
5926,220,10,4
5927,1218,10,7
5928,1108,10,7
5929,665,10,3
5930,335,10,6
5931,1150,10,3
5932,619,10,5
5933,305,10,6
5934,1254,10,4
5935,1224,10,3
5936,37,10,3
5937,1251,10,8
5938,918,10,8
5939,429,10,9
5940,250,10,4
5941,1193,10,3
5942,357,10,3
5943,668,10,4
5944,342,10,1
5945,162,10,9
5946,218,10,4
5947,576,10,1
5948,477,10,3
5949,694,10,5
5950,557,10,1
5951,285,10,3
5952,677,10,1
5953,700,10,6
5954,486,10,6
5955,1173,10,7
5956,1140,10,10
5957,1266,10,7
5958,1191,10,4
5959,654,10,1
5960,872,10,8
5961,629,10,7
5962,1103,10,10
5963,332,10,4
5964,759,10,10
5965,1098,10,5
5966,167,10,2
5967,942,10,7
5968,718,10,8
5969,40,10,5
5970,809,10,9
5971,497,10,9
5972,1132,10,3
5973,1144,10,7
5974,927,10,8
5975,44,10,8
5976,1265,10,5
5977,1184,10,4
5978,58,10,9
5979,6,10,2
5980,528,10,3
5981,760,10,4
5982,371,10,3
5983,1198,10,4
5984,413,10,5
5985,709,10,10
5986,455,10,7
5987,1146,10,10
5988,79,10,6
5989,1186,10,2
5990,363,10,4
5991,536,10,7
5992,706,10,7
5993,200,10,6
5994,382,10,3
5995,1126,10,5
5996,479,10,7
5997,482,10,6
5998,173,10,9
5999,216,10,5
6000,733,10,9
6001,219,10,5
6002,505,10,10
6003,63,10,9
6004,396,10,5
6005,542,10,9
6006,318,10,8
6007,389,10,3
6008,328,10,2
6009,269,10,9
6010,207,10,2
6011,480,10,10
6012,642,10,4
6013,188,10,6
6014,556,10,7
6015,850,10,2
6016,939,10,10
6017,631,10,2
6018,732,10,2
6019,1096,10,1
6020,647,10,7
6021,509,10,2
6022,31,10,5
6023,1087,10,4
6024,977,10,8
6025,214,10,8
6026,958,10,2
6027,407,10,3
6028,32,10,10
6029,313,10,1
6030,1278,10,3
6031,418,10,5
6032,935,10,6
6033,815,10,6
6034,847,10,5
6035,1147,10,9
6036,1142,10,9
6037,522,10,9
6038,35,10,1
6039,738,10,7
6040,523,10,7
6041,492,10,3
6042,424,10,9
6043,1241,10,10
6044,181,10,5
6045,529,10,2
6046,611,10,6
6047,204,10,2
6048,670,10,4
6049,1124,10,3
6050,563,10,6
6051,662,10,1
6052,1217,10,8
6053,818,10,2
6054,341,10,2
6055,593,10,7
6056,973,10,6
6057,1161,10,2
6058,516,10,3
6059,440,10,2
6060,272,10,5
6061,488,10,5
6062,399,10,2
6063,83,10,6
6064,676,10,4
6065,84,10,3
6066,911,10,1
6067,192,10,6
6068,183,10,5
6069,251,10,8
6070,743,10,7
6071,834,10,3
6072,90,10,3
6073,347,10,6
6074,758,10,7
6075,87,10,3
6076,605,10,9
6077,1267,10,2
6078,28,10,9
6079,844,10,7
6080,936,10,3
6081,433,10,2
6082,498,10,2
6083,687,10,7
6084,1235,10,3
6085,62,10,1
6086,106,10,9
6087,657,10,7
6088,75,10,6
6089,578,10,3
6090,453,10,10
6091,491,10,2
6092,402,10,9
6093,68,10,1
6094,355,10,10
6095,1113,10,9
6096,331,10,1
6097,1270,10,7
6098,1145,10,2
6099,119,10,8
6100,645,10,3
6101,309,10,9
6102,585,10,4
6103,860,10,2
6104,255,10,6
6105,1221,10,2
6106,76,10,10
6107,358,10,6
6108,490,10,4
6109,807,10,5
6110,531,10,7
6111,722,10,6
